"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1994-03-01","","Minnesota Timberwolves",99,"Atlanta Hawks",102,10955,""
"1994-03-01","","Los Angeles Clippers",109,"Golden State Warriors",114,15025,""
"1994-03-01","","Orlando Magic",85,"Houston Rockets",97,16611,""
"1994-03-01","","Portland Trail Blazers",94,"Indiana Pacers",106,10585,""
"1994-03-01","","Miami Heat",110,"Milwaukee Bucks",102,13855,""
"1994-03-01","","Detroit Pistons",98,"New Jersey Nets",108,14134,""
"1994-03-01","","Washington Bullets",109,"Philadelphia 76ers",103,8625,""
"1994-03-01","","New York Knicks",100,"Sacramento Kings",88,17317,""
"1994-03-01","","Charlotte Hornets",96,"Seattle SuperSonics",112,14813,""
"1994-03-02","","Cleveland Cavaliers",110,"Boston Celtics",96,14890,""
"1994-03-02","","Los Angeles Lakers",97,"Chicago Bulls",89,18146,""
"1994-03-02","","Portland Trail Blazers",131,"Detroit Pistons",107,17256,""
"1994-03-02","","Charlotte Hornets",109,"Los Angeles Clippers",118,10262,""
"1994-03-02","","Miami Heat",108,"Minnesota Timberwolves",100,16906,""
"1994-03-02","","Utah Jazz",106,"San Antonio Spurs",96,18577,""
"1994-03-03","","Philadelphia 76ers",87,"Cleveland Cavaliers",95,18357,""
"1994-03-03","","Orlando Magic",107,"Dallas Mavericks",94,17502,""
"1994-03-03","","Phoenix Suns",107,"Golden State Warriors",120,15025,""
"1994-03-03","","New Jersey Nets",86,"New York Knicks",97,19763,""
"1994-03-03","","Atlanta Hawks",109,"Washington Bullets",98,8124,""
"1994-03-04","","Los Angeles Lakers",99,"Boston Celtics",109,14890,""
"1994-03-04","","Portland Trail Blazers",115,"Chicago Bulls",96,18676,""
"1994-03-04","","Orlando Magic",89,"Denver Nuggets",98,17171,""
"1994-03-04","","New Jersey Nets",110,"Indiana Pacers",126,13725,""
"1994-03-04","","Minnesota Timberwolves",101,"Phoenix Suns",106,19023,""
"1994-03-04","","Los Angeles Clippers",113,"San Antonio Spurs",121,18735,""
"1994-03-05","","Indiana Pacers",88,"Atlanta Hawks",90,15914,""
