"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1994-01-02","","New Jersey Nets",101,"Boston Celtics",97,14890,""
"1994-01-02","","Philadelphia 76ers",96,"Denver Nuggets",80,13496,""
"1994-01-02","","Miami Heat",93,"Detroit Pistons",85,19274,""
"1994-01-02","","Charlotte Hornets",124,"New York Knicks",123,19763,""
"1994-01-02","","Utah Jazz",92,"Portland Trail Blazers",90,12888,""
"1994-01-02","","Dallas Mavericks",116,"Sacramento Kings",119,17317,""
"1994-01-02","","Los Angeles Lakers",92,"San Antonio Spurs",94,18017,""
"1994-01-03","","Dallas Mavericks",85,"Utah Jazz",115,19911,""
"1994-01-04","","Charlotte Hornets",94,"Atlanta Hawks",133,12071,""
"1994-01-04","","Detroit Pistons",91,"Chicago Bulls",97,18676,""
"1994-01-04","","Los Angeles Lakers",119,"Denver Nuggets",118,17171,""
"1994-01-04","","Sacramento Kings",112,"Golden State Warriors",115,15025,""
"1994-01-04","","Portland Trail Blazers",95,"Houston Rockets",106,16611,""
"1994-01-04","","Cleveland Cavaliers",99,"Indiana Pacers",104,10012,""
"1994-01-04","","New Jersey Nets",83,"Miami Heat",100,15082,""
"1994-01-04","","Orlando Magic",95,"New York Knicks",100,19763,""
"1994-01-04","","Seattle SuperSonics",112,"Phoenix Suns",106,19023,""
"1994-01-04","","Philadelphia 76ers",84,"San Antonio Spurs",107,16767,""
"1994-01-05","","Boston Celtics",101,"Cleveland Cavaliers",96,16821,""
"1994-01-05","","Houston Rockets",114,"Dallas Mavericks",102,11721,""
"1994-01-05","","Seattle SuperSonics",106,"Los Angeles Clippers",98,11838,""
"1994-01-05","","Denver Nuggets",95,"Minnesota Timberwolves",109,17134,""
"1994-01-05","","Milwaukee Bucks",100,"New Jersey Nets",91,12319,""
"1994-01-05","","Chicago Bulls",90,"Orlando Magic",105,15291,""
"1994-01-05","","Los Angeles Lakers",98,"Sacramento Kings",106,17317,""
"1994-01-05","","Phoenix Suns",107,"Utah Jazz",91,19911,""
