"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1994-06-01","","Indiana Pacers",93,"New York Knicks",86,"",""
"1994-06-03","","New York Knicks",98,"Indiana Pacers",91,16529,""
"1994-06-05","","Indiana Pacers",90,"New York Knicks",94,19763,""
"1994-06-08","","New York Knicks",78,"Houston Rockets",85,16611,""
"1994-06-10","","New York Knicks",91,"Houston Rockets",83,16611,""
"1994-06-12","","Houston Rockets",93,"New York Knicks",89,19763,""
"1994-06-15","","Houston Rockets",82,"New York Knicks",91,19763,""
"1994-06-17","","Houston Rockets",84,"New York Knicks",91,19763,""
"1994-06-19","","New York Knicks",84,"Houston Rockets",86,16611,""
"1994-06-22","","New York Knicks",84,"Houston Rockets",90,16611,""
