"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2014-10-28","20:00","Orlando Magic",84,"New Orleans Pelicans",101,17097,""
"2014-10-28","20:00","Dallas Mavericks",100,"San Antonio Spurs",101,19615,""
"2014-10-28","22:30","Houston Rockets",108,"Los Angeles Lakers",90,18997,""
"2014-10-29","19:00","Milwaukee Bucks",106,"Charlotte Hornets",108,19439,""
"2014-10-29","19:00","Philadelphia 76ers",91,"Indiana Pacers",103,18165,""
"2014-10-29","19:30","Atlanta Hawks",102,"Toronto Raptors",109,19800,""
"2014-10-29","19:30","Washington Wizards",95,"Miami Heat",107,19744,""
"2014-10-29","19:30","Brooklyn Nets",105,"Boston Celtics",121,18624,""
"2014-10-29","20:00","Chicago Bulls",104,"New York Knicks",80,19812,""
"2014-10-29","20:00","Minnesota Timberwolves",101,"Memphis Grizzlies",105,17731,""
"2014-10-29","21:00","Detroit Pistons",79,"Denver Nuggets",89,17136,""
"2014-10-29","21:00","Houston Rockets",104,"Utah Jazz",93,19911,""
"2014-10-29","22:00","Los Angeles Lakers",99,"Phoenix Suns",119,17523,""
"2014-10-29","22:00","Golden State Warriors",95,"Sacramento Kings",77,17317,""
"2014-10-29","22:30","Oklahoma City Thunder",89,"Portland Trail Blazers",106,19441,""
"2014-10-30","19:00","Washington Wizards",105,"Orlando Magic",98,18846,""
"2014-10-30","20:00","New York Knicks",95,"Cleveland Cavaliers",90,20562,""
"2014-10-30","20:00","Detroit Pistons",91,"Minnesota Timberwolves",97,18296,""
"2014-10-30","20:30","Utah Jazz",102,"Dallas Mavericks",120,19697,""
"2014-10-30","22:30","Oklahoma City Thunder",90,"Los Angeles Clippers",93,19060,""
"2014-10-31","19:00","Memphis Grizzlies",97,"Indiana Pacers",89,14441,""
"2014-10-31","20:00","Cleveland Cavaliers",114,"Chicago Bulls",108,22879,""
"2014-10-31","20:30","Philadelphia 76ers",81,"Milwaukee Bucks",93,18717,""
"2014-10-31","22:00","San Antonio Spurs",89,"Phoenix Suns",94,15050,""
"2014-10-31","22:00","Portland Trail Blazers",94,"Sacramento Kings",103,14648,""
"2014-10-31","22:30","Los Angeles Clippers",118,"Los Angeles Lakers",111,18997,""
