"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2001-05-01","19:00","Milwaukee Bucks",112,"Orlando Magic",104,17248,""
"2001-05-01","21:30","Utah Jazz",77,"Dallas Mavericks",107,18300,""
"2001-05-02","20:00","New York Knicks",93,"Toronto Raptors",100,20282,""
"2001-05-02","21:00","Philadelphia 76ers",88,"Indiana Pacers",85,18345,""
"2001-05-02","22:30","Sacramento Kings",89,"Phoenix Suns",82,18836,""
"2001-05-03","21:00","Dallas Mavericks",84,"Utah Jazz",83,19911,""
"2001-05-04","20:00","Toronto Raptors",93,"New York Knicks",89,19763,""
"2001-05-05","18:30","Dallas Mavericks",78,"San Antonio Spurs",94,32798,""
"2001-05-06","12:40","Charlotte Hornets",92,"Milwaukee Bucks",104,18717,""
"2001-05-06","15:00","Sacramento Kings",105,"Los Angeles Lakers",108,18997,""
"2001-05-06","17:30","Toronto Raptors",96,"Philadelphia 76ers",93,20892,""
"2001-05-07","20:00","Dallas Mavericks",86,"San Antonio Spurs",100,27690,""
"2001-05-08","20:00","Charlotte Hornets",90,"Milwaukee Bucks",91,18717,""
"2001-05-08","22:30","Sacramento Kings",90,"Los Angeles Lakers",96,18997,""
"2001-05-09","19:00","Toronto Raptors",92,"Philadelphia 76ers",97,20870,""
"2001-05-09","21:30","San Antonio Spurs",104,"Dallas Mavericks",90,18237,""
"2001-05-10","20:00","Milwaukee Bucks",92,"Charlotte Hornets",102,17392,""
"2001-05-11","20:00","Philadelphia 76ers",78,"Toronto Raptors",102,20436,""
"2001-05-11","22:30","Los Angeles Lakers",103,"Sacramento Kings",81,17317,""
"2001-05-12","15:30","San Antonio Spurs",108,"Dallas Mavericks",112,18187,""
"2001-05-13","12:30","Milwaukee Bucks",78,"Charlotte Hornets",85,18756,""
"2001-05-13","15:00","Philadelphia 76ers",84,"Toronto Raptors",79,20351,""
"2001-05-13","17:30","Los Angeles Lakers",119,"Sacramento Kings",113,17317,""
"2001-05-14","20:00","Dallas Mavericks",87,"San Antonio Spurs",105,25853,""
"2001-05-15","20:30","Charlotte Hornets",94,"Milwaukee Bucks",86,18717,""
"2001-05-16","20:00","Toronto Raptors",88,"Philadelphia 76ers",121,20939,""
"2001-05-17","20:00","Milwaukee Bucks",104,"Charlotte Hornets",97,23509,""
"2001-05-18","20:00","Philadelphia 76ers",89,"Toronto Raptors",101,20499,""
"2001-05-19","18:30","Los Angeles Lakers",104,"San Antonio Spurs",90,36068,""
"2001-05-20","15:00","Charlotte Hornets",95,"Milwaukee Bucks",104,18717,""
"2001-05-20","17:30","Toronto Raptors",87,"Philadelphia 76ers",88,20848,""
"2001-05-21","20:30","Los Angeles Lakers",88,"San Antonio Spurs",81,35574,""
"2001-05-22","20:30","Milwaukee Bucks",85,"Philadelphia 76ers",93,20877,""
"2001-05-24","20:30","Milwaukee Bucks",92,"Philadelphia 76ers",78,20998,""
"2001-05-25","21:00","San Antonio Spurs",72,"Los Angeles Lakers",111,18997,""
"2001-05-26","17:30","Philadelphia 76ers",74,"Milwaukee Bucks",80,18717,""
"2001-05-27","17:30","San Antonio Spurs",82,"Los Angeles Lakers",111,18997,""
"2001-05-28","17:30","Philadelphia 76ers",89,"Milwaukee Bucks",83,18717,""
"2001-05-30","21:00","Milwaukee Bucks",88,"Philadelphia 76ers",89,21087,""
