"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1990-04-01","","Orlando Magic",125,"Boston Celtics",133,14890,""
"1990-04-01","","Miami Heat",103,"Chicago Bulls",111,18263,""
"1990-04-01","","Indiana Pacers",91,"Cleveland Cavaliers",121,17166,""
"1990-04-01","","Milwaukee Bucks",72,"Dallas Mavericks",86,17007,""
"1990-04-01","","Atlanta Hawks",142,"Golden State Warriors",116,15025,""
"1990-04-01","","Seattle SuperSonics",103,"Los Angeles Clippers",104,11815,""
"1990-04-01","","Utah Jazz",103,"Los Angeles Lakers",119,17505,""
"1990-04-01","","Washington Bullets",105,"New Jersey Nets",97,10199,""
"1990-04-01","","Phoenix Suns",112,"Philadelphia 76ers",141,15751,""
"1990-04-03","","Indiana Pacers",102,"Chicago Bulls",109,17763,""
"1990-04-03","","Boston Celtics",82,"Detroit Pistons",93,21454,""
"1990-04-03","","Cleveland Cavaliers",97,"New York Knicks",106,17048,""
"1990-04-03","","Golden State Warriors",127,"Orlando Magic",126,15077,""
"1990-04-03","","Houston Rockets",112,"Philadelphia 76ers",133,14363,""
"1990-04-03","","Dallas Mavericks",111,"Phoenix Suns",117,14487,""
"1990-04-03","","Los Angeles Clippers",114,"Sacramento Kings",105,17014,""
"1990-04-03","","Minnesota Timberwolves",92,"San Antonio Spurs",90,12568,""
"1990-04-03","","Portland Trail Blazers",134,"Seattle SuperSonics",136,11414,""
"1990-04-03","","Charlotte Hornets",104,"Utah Jazz",127,12616,""
"1990-04-04","","New Jersey Nets",106,"Boston Celtics",125,14890,""
"1990-04-04","","Atlanta Hawks",95,"Cleveland Cavaliers",101,18074,""
"1990-04-04","","San Antonio Spurs",98,"Dallas Mavericks",104,17007,""
"1990-04-04","","Charlotte Hornets",116,"Denver Nuggets",112,10867,""
"1990-04-04","","Golden State Warriors",128,"Miami Heat",114,15008,""
"1990-04-04","","Indiana Pacers",116,"Milwaukee Bucks",121,15019,""
"1990-04-04","","New York Knicks",118,"Washington Bullets",107,13129,""
"1990-04-05","","Detroit Pistons",104,"Atlanta Hawks",99,16195,""
"1990-04-05","","Orlando Magic",104,"Chicago Bulls",111,17843,""
"1990-04-05","","Sacramento Kings",103,"Los Angeles Lakers",110,17505,""
