"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1990-05-01","","Portland Trail Blazers",106,"Dallas Mavericks",92,17007,""
"1990-05-01","","Philadelphia 76ers",95,"Cleveland Cavaliers",122,16317,""
"1990-05-01","","Chicago Bulls",112,"Milwaukee Bucks",119,18575,""
"1990-05-01","","Detroit Pistons",108,"Indiana Pacers",96,15301,""
"1990-05-01","","San Antonio Spurs",131,"Denver Nuggets",120,15604,""
"1990-05-01","","Los Angeles Lakers",108,"Houston Rockets",114,16611,""
"1990-05-02","","Boston Celtics",99,"New York Knicks",102,18212,""
"1990-05-02","","Utah Jazz",105,"Phoenix Suns",120,14487,""
"1990-05-03","","Philadelphia 76ers",96,"Cleveland Cavaliers",108,17106,""
"1990-05-03","","Los Angeles Lakers",109,"Houston Rockets",88,16611,""
"1990-05-03","","Chicago Bulls",110,"Milwaukee Bucks",86,18633,""
"1990-05-04","","Boston Celtics",108,"New York Knicks",135,18212,""
"1990-05-04","","Utah Jazz",105,"Phoenix Suns",94,14487,""
"1990-05-05","","Cleveland Cavaliers",97,"Philadelphia 76ers",113,18168,""
"1990-05-05","","San Antonio Spurs",94,"Portland Trail Blazers",107,12884,""
"1990-05-06","","New York Knicks",121,"Boston Celtics",114,14890,""
"1990-05-06","","Phoenix Suns",104,"Utah Jazz",102,12616,""
"1990-05-07","","Philadelphia 76ers",85,"Chicago Bulls",96,18676,""
"1990-05-08","","New York Knicks",77,"Detroit Pistons",112,21454,""
"1990-05-08","","Phoenix Suns",104,"Los Angeles Lakers",102,17506,""
"1990-05-08","","San Antonio Spurs",112,"Portland Trail Blazers",122,12884,""
"1990-05-09","","Philadelphia 76ers",96,"Chicago Bulls",101,18676,""
"1990-05-10","","Portland Trail Blazers",98,"San Antonio Spurs",121,15910,""
"1990-05-10","","New York Knicks",97,"Detroit Pistons",104,21454,""
"1990-05-10","","Phoenix Suns",100,"Los Angeles Lakers",124,17505,""
"1990-05-11","","Chicago Bulls",112,"Philadelphia 76ers",118,18168,""
"1990-05-12","","Detroit Pistons",103,"New York Knicks",111,18212,""
"1990-05-12","","Los Angeles Lakers",103,"Phoenix Suns",117,14487,""
"1990-05-12","","Portland Trail Blazers",105,"San Antonio Spurs",115,15910,""
"1990-05-13","","Detroit Pistons",102,"New York Knicks",90,18212,""
"1990-05-13","","Chicago Bulls",111,"Philadelphia 76ers",101,18168,""
"1990-05-13","","Los Angeles Lakers",101,"Phoenix Suns",114,14487,""
"1990-05-15","","New York Knicks",84,"Detroit Pistons",95,21454,""
"1990-05-15","","Phoenix Suns",106,"Los Angeles Lakers",103,17505,""
"1990-05-15","","San Antonio Spurs",132,"Portland Trail Blazers",138,12884,""
"1990-05-16","","Philadelphia 76ers",99,"Chicago Bulls",117,18676,""
"1990-05-17","","Portland Trail Blazers",97,"San Antonio Spurs",112,15910,""
"1990-05-19","","San Antonio Spurs",105,"Portland Trail Blazers",108,12884,""
"1990-05-20","","Chicago Bulls",77,"Detroit Pistons",86,21454,""
"1990-05-21","","Phoenix Suns",98,"Portland Trail Blazers",100,12884,""
"1990-05-22","","Chicago Bulls",93,"Detroit Pistons",102,21454,""
"1990-05-23","","Phoenix Suns",107,"Portland Trail Blazers",108,12884,""
"1990-05-25","","Portland Trail Blazers",89,"Phoenix Suns",123,14487,""
"1990-05-26","","Detroit Pistons",102,"Chicago Bulls",107,18676,""
"1990-05-27","","Portland Trail Blazers",107,"Phoenix Suns",119,14487,""
"1990-05-28","","Detroit Pistons",101,"Chicago Bulls",108,18676,""
"1990-05-29","","Phoenix Suns",114,"Portland Trail Blazers",120,12884,""
"1990-05-30","","Chicago Bulls",83,"Detroit Pistons",97,21454,""
"1990-05-31","","Portland Trail Blazers",112,"Phoenix Suns",109,14487,""
