"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1996-12-01","","Sacramento Kings",66,"Detroit Pistons",95,14063,""
"1996-12-01","","Portland Trail Blazers",70,"Golden State Warriors",98,12510,""
"1996-12-01","","Denver Nuggets",96,"Los Angeles Lakers",104,15684,""
"1996-12-01","","Utah Jazz",96,"Seattle SuperSonics",90,17072,""
"1996-12-02","","Dallas Mavericks",108,"Orlando Magic",102,16753,""
"1996-12-02","","Houston Rockets",89,"Toronto Raptors",100,17108,""
"1996-12-02","","Charlotte Hornets",97,"Utah Jazz",107,19410,""
"1996-12-03","","Boston Celtics",95,"Atlanta Hawks",105,7364,""
"1996-12-03","","Toronto Raptors",74,"Cleveland Cavaliers",93,13494,""
"1996-12-03","","Denver Nuggets",99,"Golden State Warriors",114,12347,""
"1996-12-03","","Charlotte Hornets",89,"Los Angeles Clippers",96,5755,""
"1996-12-03","","Seattle SuperSonics",106,"Los Angeles Lakers",110,17505,""
"1996-12-03","","Chicago Bulls",107,"Milwaukee Bucks",104,18717,""
"1996-12-03","","Sacramento Kings",96,"Minnesota Timberwolves",89,11191,""
"1996-12-03","","Miami Heat",99,"New York Knicks",75,19763,""
"1996-12-03","","Indiana Pacers",98,"Portland Trail Blazers",93,20083,""
"1996-12-04","","Atlanta Hawks",90,"Detroit Pistons",100,14574,""
"1996-12-04","","Boston Celtics",89,"Houston Rockets",94,16285,""
"1996-12-04","","Dallas Mavericks",79,"Miami Heat",101,14658,""
"1996-12-04","","New York Knicks",109,"New Jersey Nets",102,20049,""
"1996-12-04","","Cleveland Cavaliers",84,"Orlando Magic",57,16632,""
"1996-12-04","","Golden State Warriors",87,"Phoenix Suns",118,19023,""
"1996-12-04","","Philadelphia 76ers",103,"San Antonio Spurs",113,12968,""
"1996-12-04","","Los Angeles Lakers",75,"Utah Jazz",101,19911,""
"1996-12-04","","Indiana Pacers",127,"Vancouver Grizzlies",80,15699,""
"1996-12-05","","Los Angeles Clippers",96,"Chicago Bulls",114,23687,""
"1996-12-05","","Philadelphia 76ers",102,"Dallas Mavericks",106,13443,""
