"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1983-10-28","","Utah Jazz",125,"Denver Nuggets",139,10439,""
"1983-10-28","","Boston Celtics",121,"Detroit Pistons",127,17117,""
"1983-10-28","","Los Angeles Lakers",117,"Kansas City Kings",107,15782,""
"1983-10-28","","Indiana Pacers",83,"Milwaukee Bucks",104,10321,""
"1983-10-28","","Atlanta Hawks",108,"New Jersey Nets",126,10173,""
"1983-10-28","","Washington Bullets",114,"Philadelphia 76ers",117,16167,""
"1983-10-28","","San Diego Clippers",93,"Portland Trail Blazers",107,12666,""
"1983-10-28","","Golden State Warriors",110,"Seattle SuperSonics",109,15372,""
"1983-10-28","","New York Knicks",113,"Cleveland Cavaliers",106,6082,""
"1983-10-29","","New Jersey Nets",97,"Chicago Bulls",104,8126,""
"1983-10-29","","Los Angeles Lakers",120,"Utah Jazz",115,10608,""
"1983-10-29","","Denver Nuggets",128,"San Diego Clippers",141,5705,""
"1983-10-29","","Washington Bullets",97,"New York Knicks",100,12129,""
"1983-10-29","","Philadelphia 76ers",124,"Indiana Pacers",112,17096,""
"1983-10-29","","San Antonio Spurs",100,"Houston Rockets",106,14119,""
"1983-10-29","","Portland Trail Blazers",95,"Golden State Warriors",97,6550,""
"1983-10-29","","Phoenix Suns",103,"Dallas Mavericks",120,11019,""
"1983-10-29","","Boston Celtics",108,"Cleveland Cavaliers",89,8194,""
"1983-10-29","","Detroit Pistons",115,"Atlanta Hawks",117,9677,""
"1983-10-30","","Seattle SuperSonics",121,"Kansas City Kings",116,6479,""
"1983-10-30","","Dallas Mavericks",101,"San Antonio Spurs",123,8219,""
