"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2012-06-01","20:30","Miami Heat",91,"Boston Celtics",101,18624,""
"2012-06-02","20:30","San Antonio Spurs",103,"Oklahoma City Thunder",109,18203,""
"2012-06-03","20:30","Miami Heat",91,"Boston Celtics",93,18624,""
"2012-06-04","21:00","Oklahoma City Thunder",108,"San Antonio Spurs",103,18581,""
"2012-06-05","20:30","Boston Celtics",94,"Miami Heat",90,20021,""
"2012-06-06","21:00","San Antonio Spurs",99,"Oklahoma City Thunder",107,18203,""
"2012-06-07","20:30","Miami Heat",98,"Boston Celtics",79,18624,""
"2012-06-09","20:30","Boston Celtics",88,"Miami Heat",101,20114,""
"2012-06-12","21:00","Miami Heat",94,"Oklahoma City Thunder",105,18203,""
"2012-06-14","21:00","Miami Heat",100,"Oklahoma City Thunder",96,18203,""
"2012-06-17","20:00","Oklahoma City Thunder",85,"Miami Heat",91,20003,""
"2012-06-19","21:00","Oklahoma City Thunder",98,"Miami Heat",104,20003,""
"2012-06-21","21:00","Oklahoma City Thunder",106,"Miami Heat",121,20003,""
