"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1999-05-01","","Golden State Warriors",94,"Dallas Mavericks",105,15669,""
"1999-05-01","","Milwaukee Bucks",88,"Boston Celtics",79,18089,""
"1999-05-01","","Portland Trail Blazers",90,"San Antonio Spurs",98,28806,""
"1999-05-01","","Vancouver Grizzlies",77,"Phoenix Suns",107,19023,""
"1999-05-01","","Toronto Raptors",96,"Philadelphia 76ers",103,20550,""
"1999-05-01","","Los Angeles Clippers",93,"Minnesota Timberwolves",103,17203,""
"1999-05-01","","Washington Wizards",91,"New Jersey Nets",102,16278,""
"1999-05-01","","Chicago Bulls",101,"Miami Heat",86,15200,""
"1999-05-02","","Atlanta Hawks",76,"Cleveland Cavaliers",65,12690,""
"1999-05-02","","Portland Trail Blazers",110,"Denver Nuggets",102,13920,""
"1999-05-02","","Philadelphia 76ers",96,"Detroit Pistons",100,22076,""
"1999-05-02","","Los Angeles Clippers",84,"Houston Rockets",110,16285,""
"1999-05-02","","New York Knicks",71,"Indiana Pacers",94,16730,""
"1999-05-02","","Charlotte Hornets",93,"Miami Heat",100,15200,""
"1999-05-02","","Phoenix Suns",100,"Sacramento Kings",111,17317,""
"1999-05-02","","Utah Jazz",78,"San Antonio Spurs",84,35122,""
"1999-05-02","","Los Angeles Lakers",91,"Seattle SuperSonics",84,17072,""
"1999-05-03","","Detroit Pistons",115,"Chicago Bulls",71,22306,""
"1999-05-03","","New Jersey Nets",102,"Washington Wizards",113,14206,""
"1999-05-03","","Golden State Warriors",91,"Vancouver Grizzlies",83,17990,""
"1999-05-03","","Boston Celtics",88,"New York Knicks",95,19763,""
"1999-05-03","","Dallas Mavericks",102,"Los Angeles Lakers",115,17505,""
"1999-05-03","","Sacramento Kings",112,"Denver Nuggets",104,14653,""
"1999-05-04","","Los Angeles Clippers",82,"Utah Jazz",99,19911,""
"1999-05-04","","Dallas Mavericks",100,"Seattle SuperSonics",110,17072,""
"1999-05-04","","San Antonio Spurs",87,"Portland Trail Blazers",81,20715,""
"1999-05-04","","Toronto Raptors",86,"Milwaukee Bucks",99,13859,""
"1999-05-04","","Cleveland Cavaliers",78,"Indiana Pacers",100,16219,""
"1999-05-04","","Minnesota Timberwolves",83,"Houston Rockets",100,16285,""
"1999-05-04","","Philadelphia 76ers",110,"Charlotte Hornets",117,20125,""
"1999-05-04","","Atlanta Hawks",79,"Miami Heat",93,15200,""
"1999-05-05","","Milwaukee Bucks",107,"New Jersey Nets",115,15764,""
"1999-05-05","","Cleveland Cavaliers",87,"Toronto Raptors",96,19800,""
"1999-05-05","","Vancouver Grizzlies",95,"Sacramento Kings",99,17317,""
"1999-05-05","","Minnesota Timberwolves",96,"Phoenix Suns",100,18773,""
"1999-05-05","","Detroit Pistons",100,"Philadelphia 76ers",105,20192,""
"1999-05-05","","Miami Heat",88,"New York Knicks",101,19763,""
"1999-05-05","","Portland Trail Blazers",91,"Los Angeles Lakers",119,17505,""
"1999-05-05","","Seattle SuperSonics",107,"Los Angeles Clippers",105,15372,""
"1999-05-05","","San Antonio Spurs",88,"Golden State Warriors",81,17235,""
"1999-05-05","","Houston Rockets",95,"Denver Nuggets",88,17171,""
"1999-05-05","","Orlando Magic",103,"Chicago Bulls",83,22567,""
"1999-05-05","","Charlotte Hornets",133,"Boston Celtics",129,16635,""
"1999-05-05","","Washington Wizards",92,"Atlanta Hawks",100,16899,""
"1999-05-08","","Detroit Pistons",70,"Atlanta Hawks",90,20884,""
"1999-05-08","","New York Knicks",95,"Miami Heat",75,15036,""
"1999-05-08","","Phoenix Suns",85,"Portland Trail Blazers",95,20040,""
"1999-05-08","","Sacramento Kings",87,"Utah Jazz",117,19911,""
"1999-05-09","","Minnesota Timberwolves",86,"San Antonio Spurs",99,22356,""
"1999-05-09","","Houston Rockets",100,"Los Angeles Lakers",101,17505,""
"1999-05-09","","Milwaukee Bucks",88,"Indiana Pacers",110,16560,""
"1999-05-09","","Philadelphia 76ers",104,"Orlando Magic",90,15267,""
"1999-05-10","","Detroit Pistons",69,"Atlanta Hawks",89,16377,""
"1999-05-10","","New York Knicks",73,"Miami Heat",83,15200,""
"1999-05-10","","Phoenix Suns",99,"Portland Trail Blazers",110,20588,""
"1999-05-10","","Sacramento Kings",101,"Utah Jazz",90,19911,""
"1999-05-11","","Milwaukee Bucks",107,"Indiana Pacers",108,16608,""
"1999-05-11","","Houston Rockets",98,"Los Angeles Lakers",110,17505,""
"1999-05-11","","Philadelphia 76ers",68,"Orlando Magic",79,16345,""
"1999-05-11","","Minnesota Timberwolves",80,"San Antonio Spurs",71,22494,""
"1999-05-12","","Utah Jazz",81,"Sacramento Kings",84,17317,""
"1999-05-12","","Portland Trail Blazers",103,"Phoenix Suns",93,17306,""
"1999-05-12","","Miami Heat",73,"New York Knicks",97,19763,""
"1999-05-12","","Atlanta Hawks",63,"Detroit Pistons",79,14812,""
"1999-05-13","","Los Angeles Lakers",88,"Houston Rockets",102,16285,""
"1999-05-13","","Indiana Pacers",99,"Milwaukee Bucks",91,18717,""
"1999-05-13","","San Antonio Spurs",85,"Minnesota Timberwolves",71,17444,""
"1999-05-13","","Orlando Magic",85,"Philadelphia 76ers",97,20874,""
"1999-05-14","","Atlanta Hawks",82,"Detroit Pistons",103,16216,""
"1999-05-14","","Miami Heat",87,"New York Knicks",72,19763,""
"1999-05-14","","Utah Jazz",90,"Sacramento Kings",89,17317,""
"1999-05-15","","Los Angeles Lakers",98,"Houston Rockets",88,16285,""
"1999-05-15","","San Antonio Spurs",92,"Minnesota Timberwolves",85,15898,""
"1999-05-15","","Orlando Magic",91,"Philadelphia 76ers",101,20550,""
