"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1988-06-01","","Detroit Pistons",102,"Boston Celtics",96,14890,""
"1988-06-02","","Los Angeles Lakers",103,"Dallas Mavericks",105,17007,""
"1988-06-03","","Boston Celtics",90,"Detroit Pistons",95,38912,""
"1988-06-04","","Dallas Mavericks",102,"Los Angeles Lakers",117,17505,""
"1988-06-07","","Detroit Pistons",105,"Los Angeles Lakers",93,17505,""
"1988-06-09","","Detroit Pistons",96,"Los Angeles Lakers",108,17505,""
"1988-06-12","","Los Angeles Lakers",99,"Detroit Pistons",86,39188,""
"1988-06-14","","Los Angeles Lakers",86,"Detroit Pistons",111,34297,""
"1988-06-16","","Los Angeles Lakers",94,"Detroit Pistons",104,41732,""
"1988-06-19","","Detroit Pistons",102,"Los Angeles Lakers",103,17505,""
"1988-06-21","","Detroit Pistons",105,"Los Angeles Lakers",108,17505,""
