"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1988-02-01","","Detroit Pistons",83,"Cleveland Cavaliers",94,10636,""
"1988-02-01","","New Jersey Nets",108,"Dallas Mavericks",103,16703,""
"1988-02-01","","Golden State Warriors",88,"Indiana Pacers",90,10626,""
"1988-02-01","","Chicago Bulls",95,"Sacramento Kings",97,10333,""
"1988-02-01","","Seattle SuperSonics",100,"Utah Jazz",105,12212,""
"1988-02-02","","Phoenix Suns",99,"Houston Rockets",109,16611,""
"1988-02-02","","Chicago Bulls",101,"Los Angeles Lakers",110,17505,""
"1988-02-02","","Detroit Pistons",99,"Milwaukee Bucks",97,11052,""
"1988-02-02","","Washington Bullets",106,"New York Knicks",110,14269,""
"1988-02-02","","Atlanta Hawks",118,"Portland Trail Blazers",121,12666,""
"1988-02-02","","New Jersey Nets",106,"San Antonio Spurs",118,5400,""
"1988-02-03","","Indiana Pacers",103,"Boston Celtics",118,14890,""
"1988-02-03","","Dallas Mavericks",105,"Denver Nuggets",115,10667,""
"1988-02-03","","Golden State Warriors",84,"Philadelphia 76ers",96,14284,""
"1988-02-03","","Sacramento Kings",91,"Utah Jazz",123,12212,""
"1988-02-03","","Cleveland Cavaliers",107,"Washington Bullets",106,6806,""
"1988-02-04","","Golden State Warriors",96,"Cleveland Cavaliers",90,10117,""
"1988-02-04","","New Jersey Nets",87,"Houston Rockets",115,16611,""
"1988-02-04","","Philadelphia 76ers",95,"Indiana Pacers",109,14054,""
"1988-02-04","","Los Angeles Lakers",117,"Los Angeles Clippers",86,15371,""
"1988-02-04","","Boston Celtics",101,"Milwaukee Bucks",111,11052,""
"1988-02-04","","Detroit Pistons",93,"New York Knicks",100,14363,""
"1988-02-04","","Chicago Bulls",113,"Phoenix Suns",101,14471,""
"1988-02-04","","Utah Jazz",126,"Portland Trail Blazers",123,12666,""
"1988-02-04","","Dallas Mavericks",101,"Sacramento Kings",118,10333,""
"1988-02-04","","Denver Nuggets",129,"San Antonio Spurs",123,8887,""
"1988-02-04","","Atlanta Hawks",119,"Seattle SuperSonics",109,14611,""
"1988-02-09","","Philadelphia 76ers",110,"Atlanta Hawks",112,15333,""
"1988-02-09","","Detroit Pistons",89,"Chicago Bulls",74,17846,""
"1988-02-09","","Utah Jazz",93,"Dallas Mavericks",124,17007,""
"1988-02-09","","San Antonio Spurs",108,"Denver Nuggets",136,8492,""
"1988-02-09","","Sacramento Kings",99,"Golden State Warriors",117,11358,""
"1988-02-09","","Boston Celtics",120,"Houston Rockets",129,16611,""
"1988-02-09","","Indiana Pacers",110,"Los Angeles Lakers",108,17505,""
"1988-02-09","","Cleveland Cavaliers",104,"Milwaukee Bucks",112,11052,""
"1988-02-09","","Los Angeles Clippers",100,"Phoenix Suns",106,8756,""
"1988-02-09","","Seattle SuperSonics",123,"Portland Trail Blazers",139,12666,""
"1988-02-09","","New Jersey Nets",117,"Washington Bullets",126,6431,""
"1988-02-10","","Washington Bullets",102,"Cleveland Cavaliers",118,9179,""
"1988-02-10","","New York Knicks",87,"Detroit Pistons",98,19160,""
"1988-02-10","","Phoenix Suns",95,"Los Angeles Clippers",101,5670,""
"1988-02-10","","Chicago Bulls",84,"New Jersey Nets",93,16567,""
"1988-02-10","","Boston Celtics",136,"San Antonio Spurs",120,15770,""
"1988-02-10","","Dallas Mavericks",80,"Utah Jazz",93,12444,""
"1988-02-11","","Los Angeles Lakers",120,"Denver Nuggets",108,17022,""
"1988-02-11","","Indiana Pacers",108,"Golden State Warriors",107,9532,""
"1988-02-11","","Milwaukee Bucks",113,"Philadelphia 76ers",119,11483,""
"1988-02-11","","Portland Trail Blazers",113,"Sacramento Kings",123,10333,""
"1988-02-11","","Houston Rockets",115,"Seattle SuperSonics",120,13038,""
"1988-02-12","","New Jersey Nets",96,"Cleveland Cavaliers",98,9515,""
"1988-02-12","","Boston Celtics",105,"Dallas Mavericks",104,17007,""
"1988-02-12","","Atlanta Hawks",92,"Detroit Pistons",108,35884,""
"1988-02-12","","Houston Rockets",112,"Los Angeles Clippers",105,11003,""
"1988-02-12","","Chicago Bulls",95,"Milwaukee Bucks",93,11052,""
"1988-02-12","","Indiana Pacers",107,"Phoenix Suns",102,11719,""
"1988-02-12","","Denver Nuggets",105,"Portland Trail Blazers",120,12666,""
"1988-02-12","","Los Angeles Lakers",133,"San Antonio Spurs",132,15770,""
