"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1985-10-25","","Cleveland Cavaliers",115,"Chicago Bulls",116,11124,""
"1985-10-25","","Milwaukee Bucks",116,"Detroit Pistons",118,24353,""
"1985-10-25","","Denver Nuggets",119,"Golden State Warriors",105,6593,""
"1985-10-25","","Phoenix Suns",123,"Portland Trail Blazers",128,12666,""
"1985-10-25","","Los Angeles Clippers",108,"Sacramento Kings",104,10333,""
"1985-10-25","","Houston Rockets",112,"Utah Jazz",108,12431,""
"1985-10-25","","Washington Bullets",100,"Atlanta Hawks",91,10129,""
"1985-10-25","20:15","Boston Celtics",109,"New Jersey Nets",113,13095,""
"1985-10-26","","Sacramento Kings",112,"Denver Nuggets",123,9309,""
"1985-10-26","","Los Angeles Lakers",121,"San Antonio Spurs",116,10875,""
"1985-10-26","","Philadelphia 76ers",99,"New York Knicks",89,19591,""
"1985-10-26","","Atlanta Hawks",91,"Milwaukee Bucks",117,10237,""
"1985-10-26","","Houston Rockets",129,"Los Angeles Clippers",130,7656,""
"1985-10-26","","New Jersey Nets",92,"Indiana Pacers",119,15856,""
"1985-10-26","","Seattle SuperSonics",95,"Dallas Mavericks",101,17007,""
"1985-10-26","","Boston Celtics",105,"Cleveland Cavaliers",100,20900,""
"1985-10-26","","Detroit Pistons",118,"Chicago Bulls",121,15137,""
"1985-10-27","","Golden State Warriors",99,"Portland Trail Blazers",116,12666,""
"1985-10-29","","Washington Bullets",97,"Cleveland Cavaliers",90,7557,""
"1985-10-29","","Utah Jazz",112,"San Antonio Spurs",124,5213,""
"1985-10-29","","Denver Nuggets",142,"Phoenix Suns",127,12855,""
"1985-10-29","","Philadelphia 76ers",117,"Milwaukee Bucks",119,10175,""
"1985-10-29","","Portland Trail Blazers",113,"Los Angeles Clippers",119,4948,""
"1985-10-29","","Seattle SuperSonics",99,"Houston Rockets",111,11989,""
"1985-10-29","","Chicago Bulls",111,"Golden State Warriors",105,11210,""
"1985-10-29","","New Jersey Nets",107,"Detroit Pistons",124,8430,""
"1985-10-29","","Los Angeles Lakers",133,"Dallas Mavericks",115,17007,""
"1985-10-29","","New York Knicks",87,"Atlanta Hawks",102,9901,""
"1985-10-30","","Milwaukee Bucks",106,"Boston Celtics",117,14890,""
"1985-10-30","","Detroit Pistons",125,"Philadelphia 76ers",132,8925,""
"1985-10-30","","San Antonio Spurs",100,"Utah Jazz",102,9376,""
"1985-10-30","19:40","Indiana Pacers",138,"New Jersey Nets",147,8027,""
"1985-10-31","","Seattle SuperSonics",73,"Denver Nuggets",90,7439,""
"1985-10-31","","New York Knicks",104,"Golden State Warriors",111,12181,""
"1985-10-31","","Chicago Bulls",112,"Los Angeles Clippers",120,7809,""
"1985-10-31","","Los Angeles Lakers",144,"Phoenix Suns",107,11661,""
"1985-10-31","","Houston Rockets",116,"Sacramento Kings",122,10333,""
"1985-10-31","","Cleveland Cavaliers",114,"Washington Bullets",107,7146,""
