"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1986-01-01","","Philadelphia 76ers",121,"Portland Trail Blazers",119,12666,""
"1986-01-02","","Detroit Pistons",122,"Chicago Bulls",131,13247,""
"1986-01-02","","Houston Rockets",120,"Golden State Warriors",115,15011,""
"1986-01-02","","Boston Celtics",122,"Indiana Pacers",104,14974,""
"1986-01-02","","Washington Bullets",115,"New York Knicks",109,13128,""
"1986-01-02","","San Antonio Spurs",106,"Sacramento Kings",114,10333,""
"1986-01-03","","Detroit Pistons",101,"Atlanta Hawks",111,15817,""
"1986-01-03","","New Jersey Nets",117,"Boston Celtics",129,14890,""
"1986-01-03","","Los Angeles Clippers",111,"Cleveland Cavaliers",130,7073,""
"1986-01-03","","Utah Jazz",101,"Los Angeles Lakers",110,17505,""
"1986-01-03","","Phoenix Suns",104,"Portland Trail Blazers",133,12666,""
"1986-01-03","","Denver Nuggets",107,"Seattle SuperSonics",117,7314,""
"1986-01-03","","Milwaukee Bucks",107,"Washington Bullets",100,8856,""
"1986-01-04","","Atlanta Hawks",111,"Chicago Bulls",100,8826,""
"1986-01-04","","Utah Jazz",106,"Dallas Mavericks",119,17007,""
"1986-01-04","","San Antonio Spurs",122,"Golden State Warriors",116,9526,""
"1986-01-04","","Philadelphia 76ers",100,"Houston Rockets",115,16016,""
"1986-01-04","","Los Angeles Clippers",77,"Indiana Pacers",106,8503,""
"1986-01-04","","New York Knicks",86,"Milwaukee Bucks",119,11052,""
"1986-01-04","","Denver Nuggets",107,"Sacramento Kings",112,10333,""
"1986-01-04","19:42","Cleveland Cavaliers",106,"New Jersey Nets",125,10097,""
"1986-01-05","","Washington Bullets",88,"Los Angeles Lakers",118,17505,""
"1986-01-05","","Golden State Warriors",120,"Portland Trail Blazers",136,12666,""
"1986-01-06","","Washington Bullets",87,"Sacramento Kings",106,10333,""
"1986-01-06","","Philadelphia 76ers",108,"San Antonio Spurs",102,11513,""
"1986-01-06","","Phoenix Suns",114,"Seattle SuperSonics",97,5679,""
"1986-01-07","","Los Angeles Clippers",103,"Atlanta Hawks",117,5246,""
"1986-01-07","","New Jersey Nets",110,"Chicago Bulls",105,7716,""
"1986-01-07","","Dallas Mavericks",110,"Denver Nuggets",132,9858,""
"1986-01-07","","Boston Celtics",109,"Detroit Pistons",113,17421,""
"1986-01-07","","Golden State Warriors",115,"Houston Rockets",124,15646,""
"1986-01-07","","Cleveland Cavaliers",101,"Milwaukee Bucks",110,11052,""
"1986-01-07","","Indiana Pacers",85,"New York Knicks",93,12210,""
"1986-01-07","","Utah Jazz",84,"Seattle SuperSonics",91,6529,""
"1986-01-08","","Cleveland Cavaliers",95,"Boston Celtics",126,14890,""
"1986-01-08","","Sacramento Kings",88,"Indiana Pacers",87,6557,""
"1986-01-08","","Portland Trail Blazers",121,"Los Angeles Lakers",125,16481,""
"1986-01-08","","Los Angeles Clippers",114,"Philadelphia 76ers",116,14222,""
"1986-01-08","","Washington Bullets",97,"Phoenix Suns",109,11181,""
"1986-01-08","19:40","Milwaukee Bucks",99,"New Jersey Nets",106,10472,""
"1986-01-09","","Seattle SuperSonics",90,"Denver Nuggets",94,9680,""
"1986-01-09","","Atlanta Hawks",110,"Detroit Pistons",99,9400,""
"1986-01-09","","San Antonio Spurs",110,"Houston Rockets",120,14983,""
"1986-01-09","","Washington Bullets",95,"Utah Jazz",89,12201,""
"1986-01-10","","Atlanta Hawks",108,"Boston Celtics",115,14890,""
"1986-01-10","","Phoenix Suns",104,"Dallas Mavericks",117,17007,""
"1986-01-10","","Indiana Pacers",102,"Los Angeles Lakers",124,17505,""
"1986-01-10","","Portland Trail Blazers",89,"Milwaukee Bucks",95,11052,""
"1986-01-10","","Sacramento Kings",102,"Philadelphia 76ers",113,12147,""
"1986-01-10","","Golden State Warriors",97,"San Antonio Spurs",124,7326,""
"1986-01-10","19:42","Los Angeles Clippers",125,"New Jersey Nets",120,10573,""
"1986-01-11","","Los Angeles Clippers",123,"Chicago Bulls",132,9469,""
"1986-01-11","","Sacramento Kings",101,"Cleveland Cavaliers",105,8495,""
"1986-01-11","","Golden State Warriors",123,"Dallas Mavericks",127,17007,""
"1986-01-11","","Utah Jazz",106,"Denver Nuggets",114,13237,""
"1986-01-11","","Philadelphia 76ers",102,"Detroit Pistons",101,24673,""
"1986-01-11","","Washington Bullets",86,"Houston Rockets",87,16016,""
"1986-01-11","","Portland Trail Blazers",109,"New York Knicks",106,16493,""
"1986-01-11","","Indiana Pacers",99,"Phoenix Suns",128,11175,""
"1986-01-11","","Los Angeles Lakers",99,"Seattle SuperSonics",105,14230,""
"1986-01-12","","Utah Jazz",106,"San Antonio Spurs",102,6510,""
"1986-01-13","","Indiana Pacers",108,"Golden State Warriors",119,7199,""
"1986-01-13","","Denver Nuggets",119,"Milwaukee Bucks",115,10165,""
"1986-01-13","","Sacramento Kings",97,"New York Knicks",115,12571,""
"1986-01-13","","San Antonio Spurs",98,"Phoenix Suns",121,11024,""
"1986-01-13","","Dallas Mavericks",90,"Seattle SuperSonics",89,5755,""
"1986-01-13","","Los Angeles Clippers",77,"Washington Bullets",90,5109,""
"1986-01-14","","Sacramento Kings",104,"Atlanta Hawks",115,4343,""
"1986-01-14","","Washington Bullets",117,"Chicago Bulls",113,7238,""
"1986-01-14","","Portland Trail Blazers",120,"Cleveland Cavaliers",108,6810,""
"1986-01-14","","Utah Jazz",105,"Houston Rockets",102,16016,""
"1986-01-14","","Phoenix Suns",122,"Los Angeles Lakers",143,14615,""
"1986-01-14","19:42","Philadelphia 76ers",123,"New Jersey Nets",105,13026,""
"1986-01-15","","Denver Nuggets",100,"Boston Celtics",123,14890,""
"1986-01-15","","New York Knicks",116,"Dallas Mavericks",112,17007,""
"1986-01-15","","Chicago Bulls",115,"Detroit Pistons",123,10350,""
"1986-01-15","","Utah Jazz",104,"Golden State Warriors",150,7050,""
"1986-01-15","","Portland Trail Blazers",109,"Indiana Pacers",104,7220,""
"1986-01-15","","Seattle SuperSonics",103,"Los Angeles Clippers",110,6107,""
"1986-01-15","","New Jersey Nets",123,"Philadelphia 76ers",89,15373,""
"1986-01-15","","Houston Rockets",119,"San Antonio Spurs",113,9398,""
"1986-01-16","","Cleveland Cavaliers",99,"Atlanta Hawks",116,4961,""
"1986-01-16","","Los Angeles Clippers",96,"Los Angeles Lakers",112,17505,""
"1986-01-16","","Washington Bullets",98,"Milwaukee Bucks",114,11052,""
"1986-01-17","","Philadelphia 76ers",120,"Chicago Bulls",118,13765,""
"1986-01-17","","Denver Nuggets",113,"Detroit Pistons",129,11706,""
"1986-01-17","","Sacramento Kings",125,"Golden State Warriors",111,11409,""
"1986-01-17","","Boston Celtics",123,"Indiana Pacers",105,16904,""
"1986-01-17","","Seattle SuperSonics",100,"Phoenix Suns",103,11547,""
"1986-01-17","","New York Knicks",100,"San Antonio Spurs",113,9631,""
"1986-01-17","","Dallas Mavericks",112,"Utah Jazz",139,12466,""
"1986-01-17","","New Jersey Nets",96,"Washington Bullets",116,7201,""
"1986-01-18","","Boston Celtics",125,"Atlanta Hawks",122,16522,""
"1986-01-18","","Indiana Pacers",95,"Cleveland Cavaliers",108,9021,""
"1986-01-18","","New York Knicks",95,"Houston Rockets",104,16016,""
"1986-01-18","","Utah Jazz",97,"Los Angeles Clippers",131,7059,""
"1986-01-18","","Phoenix Suns",87,"Portland Trail Blazers",112,12666,""
"1986-01-18","","Seattle SuperSonics",96,"Sacramento Kings",98,10333,""
"1986-01-18","19:39","Denver Nuggets",113,"New Jersey Nets",124,11185,""
"1986-01-19","","Houston Rockets",96,"Dallas Mavericks",131,17007,""
"1986-01-19","","Los Angeles Lakers",115,"Detroit Pistons",118,28548,""
"1986-01-19","","Golden State Warriors",109,"Milwaukee Bucks",122,10928,""
"1986-01-19","","San Antonio Spurs",116,"Portland Trail Blazers",105,12666,""
"1986-01-19","","Chicago Bulls",98,"Washington Bullets",112,17781,""
"1986-01-20","","Milwaukee Bucks",98,"Atlanta Hawks",101,9467,""
"1986-01-20","","Los Angeles Lakers",133,"Chicago Bulls",118,17284,""
"1986-01-20","","Phoenix Suns",93,"Cleveland Cavaliers",108,9034,""
"1986-01-20","","Detroit Pistons",99,"Indiana Pacers",105,12002,""
"1986-01-20","","New York Knicks",93,"Philadelphia 76ers",103,13597,""
"1986-01-21","","Golden State Warriors",114,"New York Knicks",121,19090,""
"1986-01-21","","Dallas Mavericks",110,"Sacramento Kings",119,10333,""
"1986-01-21","","Los Angeles Clippers",97,"San Antonio Spurs",96,5585,""
"1986-01-21","","Houston Rockets",100,"Seattle SuperSonics",96,6682,""
"1986-01-21","","Denver Nuggets",114,"Utah Jazz",117,12181,""
"1986-01-22","","Golden State Warriors",100,"Atlanta Hawks",131,4494,""
"1986-01-22","","Los Angeles Lakers",95,"Boston Celtics",110,14890,""
"1986-01-22","","Detroit Pistons",107,"Cleveland Cavaliers",104,7104,""
"1986-01-22","","Los Angeles Clippers",131,"Dallas Mavericks",118,16141,""
"1986-01-22","","New Jersey Nets",124,"Denver Nuggets",137,10736,""
"1986-01-22","","Phoenix Suns",111,"Philadelphia 76ers",118,11787,""
"1986-01-23","","Sacramento Kings",107,"Houston Rockets",124,13215,""
"1986-01-23","","Seattle SuperSonics",107,"Portland Trail Blazers",117,12666,""
"1986-01-23","","New Jersey Nets",106,"Utah Jazz",105,12199,""
"1986-01-23","","Phoenix Suns",112,"Washington Bullets",114,4973,""
"1986-01-24","","New York Knicks",100,"Atlanta Hawks",117,13365,""
"1986-01-24","","Golden State Warriors",114,"Boston Celtics",135,14890,""
"1986-01-24","","Philadelphia 76ers",121,"Cleveland Cavaliers",114,15016,""
"1986-01-24","","Detroit Pistons",129,"Dallas Mavericks",120,17007,""
"1986-01-24","","San Antonio Spurs",113,"Denver Nuggets",98,15790,""
"1986-01-24","","Milwaukee Bucks",117,"Indiana Pacers",92,11202,""
"1986-01-24","","Los Angeles Lakers",109,"Los Angeles Clippers",120,14858,""
"1986-01-25","","Phoenix Suns",114,"Chicago Bulls",133,10634,""
"1986-01-25","","Detroit Pistons",112,"Houston Rockets",117,16016,""
"1986-01-25","","Golden State Warriors",101,"Indiana Pacers",124,11441,""
"1986-01-25","","Denver Nuggets",127,"Los Angeles Lakers",115,17505,""
"1986-01-25","","Milwaukee Bucks",104,"New York Knicks",88,16547,""
