"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1986-02-01","","Houston Rockets",122,"Chicago Bulls",132,12327,""
"1986-02-01","","Milwaukee Bucks",113,"Denver Nuggets",116,14376,""
"1986-02-01","","Washington Bullets",101,"Detroit Pistons",116,20449,""
"1986-02-01","","Philadelphia 76ers",121,"Golden State Warriors",125,15011,""
"1986-02-01","","Los Angeles Clippers",121,"Portland Trail Blazers",156,12666,""
"1986-02-01","","Phoenix Suns",112,"San Antonio Spurs",111,6993,""
"1986-02-01","19:42","Atlanta Hawks",100,"New Jersey Nets",108,12888,""
"1986-02-02","","Seattle SuperSonics",101,"Boston Celtics",114,14890,""
"1986-02-02","","Utah Jazz",97,"Dallas Mavericks",100,16651,""
"1986-02-02","","Chicago Bulls",106,"Indiana Pacers",131,10911,""
"1986-02-02","","New York Knicks",103,"Los Angeles Lakers",96,17505,""
"1986-02-03","","Denver Nuggets",102,"Houston Rockets",104,15568,""
"1986-02-03","","New York Knicks",90,"Sacramento Kings",94,10333,""
"1986-02-03","","San Antonio Spurs",112,"Utah Jazz",104,10537,""
"1986-02-04","","Detroit Pistons",117,"Chicago Bulls",115,9456,""
"1986-02-04","","Atlanta Hawks",105,"Cleveland Cavaliers",104,6702,""
"1986-02-04","","Portland Trail Blazers",118,"Denver Nuggets",119,12523,""
"1986-02-04","","New Jersey Nets",101,"Indiana Pacers",117,7674,""
"1986-02-04","","Dallas Mavericks",102,"Los Angeles Lakers",110,16275,""
"1986-02-04","","Boston Celtics",112,"Milwaukee Bucks",93,11052,""
"1986-02-04","","Golden State Warriors",118,"Phoenix Suns",127,9930,""
"1986-02-04","","Seattle SuperSonics",119,"San Antonio Spurs",124,5503,""
"1986-02-05","","Washington Bullets",88,"Boston Celtics",103,14890,""
"1986-02-05","","New Jersey Nets",107,"Philadelphia 76ers",142,15871,""
"1986-02-06","","Philadelphia 76ers",111,"Cleveland Cavaliers",103,9203,""
"1986-02-06","","Los Angeles Lakers",117,"Houston Rockets",95,16016,""
"1986-02-06","","Atlanta Hawks",100,"Indiana Pacers",85,10424,""
"1986-02-06","","Chicago Bulls",97,"Milwaukee Bucks",117,11052,""
"1986-02-06","","Los Angeles Clippers",104,"Phoenix Suns",116,10207,""
"1986-02-06","","Dallas Mavericks",115,"Portland Trail Blazers",111,12666,""
"1986-02-06","","Seattle SuperSonics",106,"Sacramento Kings",115,10333,""
"1986-02-06","","Denver Nuggets",100,"San Antonio Spurs",95,7270,""
"1986-02-06","","New York Knicks",101,"Utah Jazz",119,12570,""
"1986-02-06","","Detroit Pistons",111,"Washington Bullets",109,7159,""
"1986-02-11","","Indiana Pacers",97,"Cleveland Cavaliers",119,6213,""
"1986-02-11","","Los Angeles Lakers",113,"Golden State Warriors",137,15011,""
"1986-02-11","","Atlanta Hawks",100,"Houston Rockets",113,16016,""
"1986-02-11","","Phoenix Suns",112,"Los Angeles Clippers",120,5451,""
"1986-02-11","","Washington Bullets",124,"Portland Trail Blazers",116,12666,""
"1986-02-11","","Boston Celtics",100,"Sacramento Kings",105,10333,""
"1986-02-11","","Dallas Mavericks",121,"San Antonio Spurs",107,6858,""
"1986-02-11","","Utah Jazz",92,"Seattle SuperSonics",105,5609,""
"1986-02-11","19:40","Detroit Pistons",122,"New Jersey Nets",130,10412,""
"1986-02-12","","Denver Nuggets",110,"Dallas Mavericks",117,17007,""
"1986-02-12","","New York Knicks",99,"Detroit Pistons",113,15403,""
"1986-02-12","","Milwaukee Bucks",103,"Indiana Pacers",97,7565,""
"1986-02-12","","Chicago Bulls",98,"Philadelphia 76ers",106,11121,""
"1986-02-12","","Los Angeles Lakers",126,"Phoenix Suns",100,12048,""
"1986-02-13","","New Jersey Nets",117,"Cleveland Cavaliers",135,6046,""
"1986-02-13","","Washington Bullets",105,"Golden State Warriors",109,10125,""
"1986-02-13","","Portland Trail Blazers",113,"Los Angeles Clippers",118,6035,""
"1986-02-13","","Utah Jazz",106,"Milwaukee Bucks",113,10517,""
"1986-02-13","","Philadelphia 76ers",95,"New York Knicks",92,15852,""
"1986-02-13","","Atlanta Hawks",123,"Sacramento Kings",114,10333,""
"1986-02-13","","Houston Rockets",115,"San Antonio Spurs",119,8875,""
"1986-02-13","","Boston Celtics",107,"Seattle SuperSonics",98,14230,""
"1986-02-14","","Indiana Pacers",104,"Chicago Bulls",88,10346,""
"1986-02-14","","Dallas Mavericks",110,"Detroit Pistons",119,13364,""
"1986-02-14","","Atlanta Hawks",117,"Los Angeles Lakers",141,17505,""
"1986-02-14","","Denver Nuggets",95,"Phoenix Suns",112,11249,""
"1986-02-14","","Boston Celtics",120,"Portland Trail Blazers",119,12666,""
"1986-02-15","","Golden State Warriors",100,"Denver Nuggets",113,15343,""
"1986-02-15","","Philadelphia 76ers",133,"Detroit Pistons",134,44180,""
"1986-02-15","","Cleveland Cavaliers",99,"Indiana Pacers",105,11201,""
"1986-02-15","","Houston Rockets",101,"Los Angeles Clippers",108,10086,""
"1986-02-15","","New Jersey Nets",94,"Milwaukee Bucks",112,11052,""
"1986-02-15","","Utah Jazz",104,"New York Knicks",97,13473,""
"1986-02-15","","Washington Bullets",106,"Seattle SuperSonics",112,11738,""
"1986-02-16","","Dallas Mavericks",120,"Chicago Bulls",114,12222,""
"1986-02-16","","Boston Celtics",105,"Los Angeles Lakers",99,17505,""
