"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1993-01-02","","Milwaukee Bucks",106,"Atlanta Hawks",93,14349,""
"1993-01-02","","New Jersey Nets",117,"Charlotte Hornets",118,23698,""
"1993-01-02","","Indiana Pacers",100,"Chicago Bulls",109,18676,""
"1993-01-02","","Los Angeles Lakers",91,"Cleveland Cavaliers",106,20273,""
"1993-01-02","","Houston Rockets",107,"Golden State Warriors",113,15025,""
"1993-01-02","","Dallas Mavericks",71,"Minnesota Timberwolves",103,18106,""
"1993-01-02","","Los Angeles Clippers",98,"New York Knicks",97,19763,""
"1993-01-02","","Detroit Pistons",98,"Orlando Magic",97,15151,""
"1993-01-02","","Utah Jazz",110,"Portland Trail Blazers",102,12888,""
"1993-01-02","","Philadelphia 76ers",98,"Sacramento Kings",154,17317,""
"1993-01-02","","Denver Nuggets",104,"Seattle SuperSonics",108,14252,""
"1993-01-02","","Miami Heat",93,"Washington Bullets",100,8129,""
"1993-01-03","","Los Angeles Clippers",112,"Boston Celtics",120,14890,""
"1993-01-03","","Los Angeles Lakers",101,"Milwaukee Bucks",109,15881,""
"1993-01-03","","Houston Rockets",101,"Portland Trail Blazers",103,12888,""
"1993-01-03","","Phoenix Suns",113,"San Antonio Spurs",114,16057,""
"1993-01-05","","Washington Bullets",107,"Atlanta Hawks",100,8841,""
"1993-01-05","","Boston Celtics",107,"Charlotte Hornets",103,23698,""
"1993-01-05","","Los Angeles Lakers",91,"Chicago Bulls",88,18676,""
"1993-01-05","","Portland Trail Blazers",109,"Dallas Mavericks",95,12227,""
"1993-01-05","","Phoenix Suns",106,"Houston Rockets",104,13755,""
"1993-01-05","","Los Angeles Clippers",106,"Indiana Pacers",114,10197,""
"1993-01-05","","Detroit Pistons",83,"Miami Heat",89,15008,""
"1993-01-05","","Minnesota Timberwolves",100,"Milwaukee Bucks",114,14085,""
"1993-01-05","","Cleveland Cavaliers",91,"New York Knicks",95,19763,""
"1993-01-05","","New Jersey Nets",102,"Orlando Magic",99,15151,""
"1993-01-05","","Denver Nuggets",106,"Sacramento Kings",126,17317,""
"1993-01-05","","Golden State Warriors",106,"Seattle SuperSonics",116,14252,""
"1993-01-05","","San Antonio Spurs",87,"Utah Jazz",113,19911,""
"1993-01-06","","Indiana Pacers",94,"Boston Celtics",103,14890,""
"1993-01-06","","Chicago Bulls",95,"Cleveland Cavaliers",117,20273,""
"1993-01-06","","Los Angeles Clippers",103,"Detroit Pistons",110,21454,""
"1993-01-06","","Los Angeles Lakers",98,"Minnesota Timberwolves",78,18494,""
"1993-01-06","","New Jersey Nets",106,"Philadelphia 76ers",132,10125,""
"1993-01-07","","Phoenix Suns",111,"Dallas Mavericks",107,13760,""
"1993-01-07","","Miami Heat",105,"Golden State Warriors",119,15025,""
"1993-01-07","","Portland Trail Blazers",113,"Houston Rockets",91,11504,""
"1993-01-07","","Atlanta Hawks",100,"Milwaukee Bucks",94,15124,""
"1993-01-07","","Utah Jazz",99,"San Antonio Spurs",109,16057,""
