"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1993-06-01","","Seattle SuperSonics",114,"Phoenix Suns",120,19023,""
"1993-06-02","","Chicago Bulls",97,"New York Knicks",94,19763,""
"1993-06-03","","Phoenix Suns",102,"Seattle SuperSonics",118,14812,""
"1993-06-04","","New York Knicks",88,"Chicago Bulls",96,18676,""
"1993-06-05","","Seattle SuperSonics",110,"Phoenix Suns",123,19023,""
"1993-06-09","","Chicago Bulls",100,"Phoenix Suns",92,19023,""
"1993-06-11","","Chicago Bulls",111,"Phoenix Suns",108,19023,""
"1993-06-13","","Phoenix Suns",129,"Chicago Bulls",121,18676,""
"1993-06-16","","Phoenix Suns",105,"Chicago Bulls",111,18676,""
"1993-06-18","","Phoenix Suns",108,"Chicago Bulls",98,18676,""
"1993-06-20","","Chicago Bulls",99,"Phoenix Suns",98,19023,""
