"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2013-02-01","19:00","Miami Heat",89,"Indiana Pacers",102,18165,""
"2013-02-01","19:00","Los Angeles Clippers",73,"Toronto Raptors",98,19800,""
"2013-02-01","19:30","Orlando Magic",84,"Boston Celtics",97,18624,""
"2013-02-01","19:30","Chicago Bulls",89,"Brooklyn Nets",93,17732,""
"2013-02-01","19:30","Cleveland Cavaliers",99,"Detroit Pistons",117,15693,""
"2013-02-01","19:30","Milwaukee Bucks",86,"New York Knicks",96,19033,""
"2013-02-01","19:30","Sacramento Kings",80,"Philadelphia 76ers",89,17927,""
"2013-02-01","20:00","Washington Wizards",76,"Memphis Grizzlies",85,15017,""
"2013-02-01","21:00","New Orleans Hornets",98,"Denver Nuggets",113,17221,""
"2013-02-01","21:00","Dallas Mavericks",109,"Phoenix Suns",99,16304,""
"2013-02-01","21:00","Portland Trail Blazers",77,"Utah Jazz",86,19512,""
"2013-02-01","21:30","Los Angeles Lakers",111,"Minnesota Timberwolves",100,18547,""
"2013-02-02","19:00","Chicago Bulls",93,"Atlanta Hawks",76,17898,""
"2013-02-02","19:30","Oklahoma City Thunder",110,"Cleveland Cavaliers",115,20562,""
"2013-02-02","19:30","Sacramento Kings",81,"New York Knicks",120,19033,""
"2013-02-02","20:00","Charlotte Bobcats",95,"Houston Rockets",109,15494,""
"2013-02-02","20:00","New Orleans Hornets",86,"Minnesota Timberwolves",115,16289,""
"2013-02-02","20:30","Orlando Magic",98,"Milwaukee Bucks",107,14321,""
"2013-02-02","20:30","Washington Wizards",86,"San Antonio Spurs",96,18581,""
"2013-02-02","22:00","Utah Jazz",99,"Portland Trail Blazers",105,20376,""
"2013-02-02","22:30","Phoenix Suns",93,"Golden State Warriors",113,19596,""
"2013-02-03","13:00","Los Angeles Clippers",104,"Boston Celtics",106,18624,""
"2013-02-03","13:00","Los Angeles Lakers",98,"Detroit Pistons",97,18157,""
"2013-02-03","14:00","Miami Heat",100,"Toronto Raptors",85,19800,""
"2013-02-04","19:00","Chicago Bulls",101,"Indiana Pacers",111,18165,""
"2013-02-04","19:00","Orlando Magic",61,"Philadelphia 76ers",78,14630,""
"2013-02-04","19:00","Los Angeles Clippers",90,"Washington Wizards",98,16246,""
"2013-02-04","19:30","Charlotte Bobcats",94,"Miami Heat",99,19600,""
"2013-02-04","19:30","Detroit Pistons",85,"New York Knicks",99,19033,""
"2013-02-04","20:00","Portland Trail Blazers",100,"Minnesota Timberwolves",98,13446,""
"2013-02-04","20:00","Dallas Mavericks",91,"Oklahoma City Thunder",112,18203,""
"2013-02-04","21:00","Sacramento Kings",91,"Utah Jazz",98,17742,""
"2013-02-05","19:00","Atlanta Hawks",103,"Indiana Pacers",114,12578,""
"2013-02-05","19:30","Los Angeles Lakers",92,"Brooklyn Nets",83,17732,""
