"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1991-11-01","","Charlotte Hornets",108,"Boston Celtics",111,14890,""
"1991-11-01","","Philadelphia 76ers",90,"Chicago Bulls",110,18676,""
"1991-11-01","","Golden State Warriors",108,"Denver Nuggets",105,11713,""
"1991-11-01","","Milwaukee Bucks",109,"Detroit Pistons",99,21454,""
"1991-11-01","","Los Angeles Lakers",121,"Houston Rockets",126,16611,""
"1991-11-01","","Washington Bullets",109,"Indiana Pacers",103,13407,""
"1991-11-01","","Utah Jazz",112,"Minnesota Timberwolves",97,19006,""
"1991-11-01","","New York Knicks",96,"Orlando Magic",106,15151,""
"1991-11-01","","Cleveland Cavaliers",106,"Portland Trail Blazers",117,12888,""
"1991-11-01","","Los Angeles Clippers",90,"Sacramento Kings",94,17014,""
"1991-11-01","","Dallas Mavericks",99,"San Antonio Spurs",140,16057,""
"1991-11-01","","Phoenix Suns",99,"Seattle SuperSonics",95,12863,""
"1991-11-02","","Detroit Pistons",89,"Atlanta Hawks",87,16435,""
"1991-11-02","","New Jersey Nets",116,"Charlotte Hornets",108,23698,""
"1991-11-02","","Los Angeles Lakers",114,"Dallas Mavericks",113,17502,""
"1991-11-02","","Houston Rockets",101,"Denver Nuggets",109,7692,""
"1991-11-02","","Sacramento Kings",91,"Golden State Warriors",153,15025,""
"1991-11-02","","Utah Jazz",112,"Indiana Pacers",127,12842,""
"1991-11-02","","Cleveland Cavaliers",105,"Los Angeles Clippers",106,10533,""
"1991-11-02","","New York Knicks",93,"Miami Heat",107,15008,""
"1991-11-02","","Chicago Bulls",107,"Milwaukee Bucks",109,18633,""
"1991-11-02","","Orlando Magic",122,"Philadelphia 76ers",115,13170,""
"1991-11-02","","Phoenix Suns",100,"Portland Trail Blazers",76,12888,""
"1991-11-02","","Boston Celtics",118,"Washington Bullets",126,18756,""
"1991-11-03","","San Antonio Spurs",106,"Seattle SuperSonics",98,12863,""
"1991-11-05","","Utah Jazz",94,"Atlanta Hawks",98,10952,""
"1991-11-05","","Golden State Warriors",118,"Chicago Bulls",110,18136,""
"1991-11-05","","Cleveland Cavaliers",112,"Dallas Mavericks",101,14019,""
"1991-11-05","","San Antonio Spurs",96,"Denver Nuggets",97,13976,""
"1991-11-05","","Charlotte Hornets",93,"Detroit Pistons",117,21454,""
"1991-11-05","","Portland Trail Blazers",99,"Houston Rockets",106,12814,""
"1991-11-05","","Los Angeles Clippers",114,"Los Angeles Lakers",109,16618,""
"1991-11-05","","Boston Celtics",93,"Miami Heat",89,15008,""
"1991-11-05","","Milwaukee Bucks",85,"New York Knicks",113,15768,""
"1991-11-05","","Indiana Pacers",111,"Phoenix Suns",105,14487,""
"1991-11-05","","Sacramento Kings",87,"Seattle SuperSonics",98,9343,""
"1991-11-05","","Philadelphia 76ers",107,"Washington Bullets",106,11730,""
"1991-11-06","","Chicago Bulls",132,"Boston Celtics",113,14890,""
"1991-11-06","","Atlanta Hawks",104,"Charlotte Hornets",114,23698,""
"1991-11-06","","Phoenix Suns",87,"Los Angeles Clippers",111,9383,""
"1991-11-06","","Golden State Warriors",120,"Milwaukee Bucks",114,14591,""
"1991-11-06","","Dallas Mavericks",97,"Minnesota Timberwolves",94,19006,""
"1991-11-06","","Washington Bullets",88,"Orlando Magic",105,15151,""
"1991-11-06","","New Jersey Nets",105,"Philadelphia 76ers",107,10166,""
"1991-11-06","","Indiana Pacers",102,"Sacramento Kings",112,17014,""
