"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2016-05-01","13:00","Charlotte Hornets",73,"Miami Heat",106,19868,""
"2016-05-01","15:30","Portland Trail Blazers",106,"Golden State Warriors",118,19596,""
"2016-05-01","20:00","Indiana Pacers",84,"Toronto Raptors",89,20669,""
"2016-05-02","19:00","Atlanta Hawks",93,"Cleveland Cavaliers",104,20562,""
"2016-05-02","21:30","Oklahoma City Thunder",98,"San Antonio Spurs",97,18418,""
"2016-05-03","20:00","Miami Heat",102,"Toronto Raptors",96,19800,""
"2016-05-03","22:30","Portland Trail Blazers",99,"Golden State Warriors",110,19596,""
"2016-05-04","20:00","Atlanta Hawks",98,"Cleveland Cavaliers",123,20562,""
"2016-05-05","20:00","Miami Heat",92,"Toronto Raptors",96,20906,""
"2016-05-06","19:00","Cleveland Cavaliers",121,"Atlanta Hawks",108,19089,""
"2016-05-06","21:30","San Antonio Spurs",100,"Oklahoma City Thunder",96,18203,""
"2016-05-07","17:00","Toronto Raptors",95,"Miami Heat",91,19675,""
"2016-05-07","20:30","Golden State Warriors",108,"Portland Trail Blazers",120,19673,""
"2016-05-08","15:30","Cleveland Cavaliers",100,"Atlanta Hawks",99,19031,""
"2016-05-08","20:00","San Antonio Spurs",97,"Oklahoma City Thunder",111,18203,""
"2016-05-09","20:00","Toronto Raptors",87,"Miami Heat",94,19600,""
"2016-05-09","22:30","Golden State Warriors",132,"Portland Trail Blazers",125,19583,""
"2016-05-10","20:00","Oklahoma City Thunder",95,"San Antonio Spurs",91,18418,""
"2016-05-11","20:00","Miami Heat",91,"Toronto Raptors",99,20155,""
"2016-05-11","22:30","Portland Trail Blazers",121,"Golden State Warriors",125,19596,""
"2016-05-12","20:30","San Antonio Spurs",99,"Oklahoma City Thunder",113,18203,""
"2016-05-13","20:00","Toronto Raptors",91,"Miami Heat",103,19757,""
"2016-05-15","15:30","Miami Heat",89,"Toronto Raptors",116,20257,""
"2016-05-16","21:00","Oklahoma City Thunder",108,"Golden State Warriors",102,19596,""
"2016-05-17","20:30","Toronto Raptors",84,"Cleveland Cavaliers",115,20562,""
"2016-05-18","21:00","Oklahoma City Thunder",91,"Golden State Warriors",118,19596,""
"2016-05-19","20:30","Toronto Raptors",89,"Cleveland Cavaliers",108,20562,""
"2016-05-21","20:30","Cleveland Cavaliers",84,"Toronto Raptors",99,20207,""
"2016-05-22","20:00","Golden State Warriors",105,"Oklahoma City Thunder",133,18203,""
"2016-05-23","20:30","Cleveland Cavaliers",99,"Toronto Raptors",105,20367,""
"2016-05-24","21:00","Golden State Warriors",94,"Oklahoma City Thunder",118,18203,""
"2016-05-25","20:30","Toronto Raptors",78,"Cleveland Cavaliers",116,20562,""
"2016-05-26","21:00","Oklahoma City Thunder",111,"Golden State Warriors",120,19596,""
"2016-05-27","20:30","Cleveland Cavaliers",113,"Toronto Raptors",87,20605,""
"2016-05-28","21:00","Golden State Warriors",108,"Oklahoma City Thunder",101,18203,""
"2016-05-30","21:00","Oklahoma City Thunder",88,"Golden State Warriors",96,19596,""
