"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1982-12-01","","Atlanta Hawks",97,"Boston Celtics",122,15320,""
"1982-12-01","","New York Knicks",101,"Cleveland Cavaliers",84,2114,""
"1982-12-01","","San Antonio Spurs",97,"Detroit Pistons",105,5284,""
"1982-12-01","","Los Angeles Lakers",106,"Houston Rockets",95,8786,""
"1982-12-01","","Milwaukee Bucks",125,"Indiana Pacers",105,5850,""
"1982-12-01","","Chicago Bulls",132,"Kansas City Kings",143,5425,""
"1982-12-01","","San Diego Clippers",110,"Seattle SuperSonics",131,"",""
"1982-12-01","","New Jersey Nets",105,"Washington Bullets",99,7291,""
"1982-12-02","","Golden State Warriors",100,"Dallas Mavericks",110,7678,""
"1982-12-02","","Philadelphia 76ers",116,"Phoenix Suns",108,14660,""
"1982-12-02","","Portland Trail Blazers",112,"Utah Jazz",119,7075,""
"1982-12-03","","New Jersey Nets",107,"Atlanta Hawks",99,6884,""
"1982-12-03","","Chicago Bulls",124,"Denver Nuggets",132,10993,""
"1982-12-03","","Cleveland Cavaliers",103,"Indiana Pacers",111,3216,""
"1982-12-03","","Golden State Warriors",123,"Kansas City Kings",107,5882,""
"1982-12-03","","Portland Trail Blazers",100,"Los Angeles Lakers",115,13787,""
"1982-12-03","","Boston Celtics",112,"Milwaukee Bucks",115,11052,""
"1982-12-03","","Houston Rockets",78,"San Antonio Spurs",88,7691,""
"1982-12-03","","Philadelphia 76ers",127,"San Diego Clippers",110,13873,""
"1982-12-03","","New York Knicks",98,"Washington Bullets",105,15812,""
"1982-12-04","","Indiana Pacers",89,"Cleveland Cavaliers",109,4507,""
"1982-12-04","","Washington Bullets",115,"Dallas Mavericks",105,10842,""
"1982-12-04","","Boston Celtics",119,"Detroit Pistons",112,22396,""
"1982-12-04","","San Antonio Spurs",93,"Houston Rockets",94,7153,""
"1982-12-04","","Atlanta Hawks",80,"New York Knicks",79,9821,""
"1982-12-04","","San Diego Clippers",113,"Phoenix Suns",103,10527,""
"1982-12-04","","Chicago Bulls",124,"Utah Jazz",131,7709,""
"1982-12-05","","Utah Jazz",111,"Golden State Warriors",119,5911,""
"1982-12-05","","Seattle SuperSonics",103,"Kansas City Kings",106,8180,"at St. Louis, MO"
"1982-12-05","","Philadelphia 76ers",114,"Los Angeles Lakers",104,"",""
"1982-12-05","19:41","Milwaukee Bucks",103,"New Jersey Nets",108,11016,""
"1982-12-07","","New York Knicks",85,"Chicago Bulls",91,"",""
"1982-12-07","","Atlanta Hawks",102,"Cleveland Cavaliers",90,2254,""
"1982-12-07","","San Diego Clippers",114,"Golden State Warriors",121,6587,""
"1982-12-07","","Seattle SuperSonics",107,"Houston Rockets",88,7049,""
"1982-12-07","","Utah Jazz",121,"Portland Trail Blazers",137,"",""
"1982-12-07","","Dallas Mavericks",92,"San Antonio Spurs",106,7940,""
"1982-12-08","","Cleveland Cavaliers",93,"Boston Celtics",113,15320,""
"1982-12-08","","Seattle SuperSonics",94,"Dallas Mavericks",110,10063,""
"1982-12-08","","New York Knicks",120,"Detroit Pistons",109,6063,""
"1982-12-08","","Denver Nuggets",126,"Indiana Pacers",130,3013,""
"1982-12-08","","San Antonio Spurs",102,"Kansas City Kings",101,6211,""
"1982-12-08","","Phoenix Suns",86,"Los Angeles Lakers",89,13763,""
"1982-12-08","","Chicago Bulls",111,"Milwaukee Bucks",101,9185,""
"1982-12-08","","Atlanta Hawks",85,"Philadelphia 76ers",132,18482,""
"1982-12-08","","Houston Rockets",93,"Utah Jazz",101,7016,""
"1982-12-08","19:42","Washington Bullets",95,"New Jersey Nets",98,9082,""
"1982-12-09","","Portland Trail Blazers",107,"Golden State Warriors",98,6407,""
"1982-12-09","","Denver Nuggets",90,"Washington Bullets",98,5684,""
"1982-12-10","","Milwaukee Bucks",104,"Atlanta Hawks",83,7864,""
"1982-12-10","","Philadelphia 76ers",97,"Boston Celtics",123,15320,""
"1982-12-10","","Denver Nuggets",117,"Cleveland Cavaliers",107,1997,""
"1982-12-10","","Dallas Mavericks",122,"Detroit Pistons",121,8113,""
