"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2002-03-01","19:00","New Jersey Nets",102,"Philadelphia 76ers",110,20869,""
"2002-03-01","19:00","Portland Trail Blazers",91,"Toronto Raptors",81,19800,""
"2002-03-01","19:30","Charlotte Hornets",100,"Boston Celtics",87,17872,""
"2002-03-01","19:30","Seattle SuperSonics",87,"New York Knicks",89,19763,""
"2002-03-01","20:00","Orlando Magic",102,"Detroit Pistons",110,22076,""
"2002-03-01","20:00","San Antonio Spurs",85,"Minnesota Timberwolves",77,19799,""
"2002-03-01","20:30","Washington Wizards",81,"Chicago Bulls",90,22623,""
"2002-03-01","21:00","Memphis Grizzlies",83,"Denver Nuggets",96,16177,""
"2002-03-01","22:30","Sacramento Kings",116,"Golden State Warriors",108,19869,""
"2002-03-01","22:30","Indiana Pacers",84,"Los Angeles Lakers",96,18897,""
"2002-03-02","19:00","Cleveland Cavaliers",81,"Atlanta Hawks",84,15878,""
"2002-03-02","20:30","Miami Heat",109,"Dallas Mavericks",95,20140,""
"2002-03-02","20:30","Portland Trail Blazers",104,"Milwaukee Bucks",103,18717,""
"2002-03-02","21:00","Houston Rockets",104,"Phoenix Suns",97,15686,""
"2002-03-02","21:00","Minnesota Timberwolves",116,"Utah Jazz",105,18641,""
"2002-03-02","22:30","Golden State Warriors",95,"Los Angeles Clippers",109,18964,""
"2002-03-03","12:30","San Antonio Spurs",99,"New York Knicks",83,19763,""
"2002-03-03","12:30","Philadelphia 76ers",96,"Toronto Raptors",84,19800,""
"2002-03-03","15:00","Detroit Pistons",83,"Charlotte Hornets",81,8632,""
"2002-03-03","15:00","Seattle SuperSonics",96,"Memphis Grizzlies",71,14121,""
"2002-03-03","15:00","Chicago Bulls",84,"New Jersey Nets",92,13676,""
"2002-03-03","18:00","Indiana Pacers",97,"Sacramento Kings",86,17317,""
"2002-03-03","18:00","Orlando Magic",102,"Washington Wizards",107,20674,""
"2002-03-03","19:00","Milwaukee Bucks",101,"Cleveland Cavaliers",91,14031,""
"2002-03-03","21:00","Dallas Mavericks",116,"Denver Nuggets",110,16851,""
"2002-03-03","21:30","Houston Rockets",79,"Los Angeles Lakers",95,18997,""
"2002-03-04","19:00","Boston Celtics",100,"Philadelphia 76ers",94,20430,""
"2002-03-04","19:30","Memphis Grizzlies",76,"Atlanta Hawks",95,7714,""
"2002-03-04","21:00","Denver Nuggets",82,"Utah Jazz",100,18381,""
"2002-03-04","22:00","Sacramento Kings",95,"Portland Trail Blazers",107,19980,""
"2002-03-05","19:00","Atlanta Hawks",96,"Cleveland Cavaliers",103,9915,""
"2002-03-05","19:00","Chicago Bulls",90,"Washington Wizards",115,20674,""
"2002-03-05","19:30","Miami Heat",93,"Detroit Pistons",91,16279,""
"2002-03-05","19:30","Milwaukee Bucks",89,"New York Knicks",102,19763,""
"2002-03-05","20:00","Orlando Magic",98,"Indiana Pacers",111,15697,""
"2002-03-05","20:30","Phoenix Suns",77,"Dallas Mavericks",81,19745,""
"2002-03-05","20:30","Toronto Raptors",109,"Houston Rockets",112,14221,""
"2002-03-05","20:30","Golden State Warriors",88,"San Antonio Spurs",109,19322,""
"2002-03-05","22:30","New Jersey Nets",92,"Los Angeles Lakers",101,18997,""
"2002-03-05","22:30","Minnesota Timberwolves",83,"Seattle SuperSonics",97,17072,""
"2002-03-06","19:00","Orlando Magic",110,"Boston Celtics",130,13399,""
"2002-03-06","19:00","Cleveland Cavaliers",76,"Philadelphia 76ers",85,20359,""
"2002-03-06","20:00","Los Angeles Clippers",86,"Milwaukee Bucks",92,16985,""
"2002-03-06","20:00","Los Angeles Lakers",84,"Utah Jazz",92,19911,""
"2002-03-06","20:30","Miami Heat",92,"Chicago Bulls",87,17054,""
"2002-03-06","21:00","New Jersey Nets",87,"Phoenix Suns",89,16251,""
"2002-03-06","22:00","Minnesota Timberwolves",78,"Portland Trail Blazers",85,19233,""
"2002-03-07","19:00","Detroit Pistons",95,"Washington Wizards",92,20674,""
"2002-03-07","20:00","Indiana Pacers",111,"Memphis Grizzlies",122,12234,""
