"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1985-05-02","","Boston Celtics",117,"Detroit Pistons",125,14209,""
"1985-05-02","","Utah Jazz",123,"Denver Nuggets",131,16317,""
"1985-05-03","","Milwaukee Bucks",104,"Philadelphia 76ers",109,14188,""
"1985-05-03","","Los Angeles Lakers",130,"Portland Trail Blazers",126,12666,""
"1985-05-04","","Denver Nuggets",123,"Utah Jazz",131,12178,""
"1985-05-05","","Boston Celtics",99,"Detroit Pistons",102,14350,""
"1985-05-05","","Milwaukee Bucks",112,"Philadelphia 76ers",121,15264,""
"1985-05-05","","Los Angeles Lakers",107,"Portland Trail Blazers",115,12666,""
"1985-05-05","","Denver Nuggets",125,"Utah Jazz",118,12716,""
"1985-05-07","","Utah Jazz",104,"Denver Nuggets",116,17022,""
"1985-05-07","","Portland Trail Blazers",120,"Los Angeles Lakers",139,17505,""
"1985-05-08","","Detroit Pistons",123,"Boston Celtics",130,14890,""
"1985-05-10","","Boston Celtics",123,"Detroit Pistons",113,21193,""
"1985-05-11","","Denver Nuggets",122,"Los Angeles Lakers",139,16109,""
"1985-05-12","","Philadelphia 76ers",93,"Boston Celtics",108,14890,""
"1985-05-14","","Philadelphia 76ers",98,"Boston Celtics",106,14890,""
"1985-05-14","","Denver Nuggets",136,"Los Angeles Lakers",114,17505,""
"1985-05-17","","Los Angeles Lakers",136,"Denver Nuggets",118,17022,""
"1985-05-18","","Boston Celtics",105,"Philadelphia 76ers",94,17921,""
"1985-05-19","","Los Angeles Lakers",120,"Denver Nuggets",116,17022,""
"1985-05-19","","Boston Celtics",104,"Philadelphia 76ers",115,17101,""
"1985-05-22","","Philadelphia 76ers",100,"Boston Celtics",102,14890,""
"1985-05-22","","Denver Nuggets",109,"Los Angeles Lakers",153,17505,""
"1985-05-27","","Los Angeles Lakers",114,"Boston Celtics",148,14890,"Memorial Day Massacre"
"1985-05-30","","Los Angeles Lakers",109,"Boston Celtics",102,14890,""
