"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1984-12-01","","Boston Celtics",110,"Cleveland Cavaliers",104,12503,""
"1984-12-01","","Utah Jazz",111,"Denver Nuggets",118,8868,""
"1984-12-01","","Seattle SuperSonics",94,"Houston Rockets",86,12734,""
"1984-12-01","","Detroit Pistons",131,"Indiana Pacers",109,13276,""
"1984-12-01","","Portland Trail Blazers",115,"New York Knicks",93,13644,""
"1984-12-01","","Golden State Warriors",103,"Phoenix Suns",115,11051,""
"1984-12-01","","Los Angeles Clippers",110,"San Antonio Spurs",142,7790,""
"1984-12-01","","Milwaukee Bucks",97,"Washington Bullets",100,7524,""
"1984-12-02","","Cleveland Cavaliers",99,"Boston Celtics",122,14890,""
"1984-12-02","","Chicago Bulls",113,"Los Angeles Lakers",112,15505,""
"1984-12-02","","New Jersey Nets",112,"Philadelphia 76ers",114,10451,""
"1984-12-03","","Phoenix Suns",96,"Seattle SuperSonics",108,5401,""
"1984-12-04","","New Jersey Nets",97,"Chicago Bulls",112,6126,""
"1984-12-04","","Los Angeles Lakers",116,"Cleveland Cavaliers",112,11298,""
"1984-12-04","","Boston Celtics",99,"Detroit Pistons",104,19413,""
"1984-12-04","","Utah Jazz",107,"Golden State Warriors",105,4918,""
"1984-12-04","","Los Angeles Clippers",116,"Houston Rockets",100,11281,""
"1984-12-04","","Denver Nuggets",98,"New York Knicks",100,8487,""
"1984-12-04","","Phoenix Suns",104,"Portland Trail Blazers",112,12666,""
"1984-12-04","","Atlanta Hawks",106,"San Antonio Spurs",114,8044,""
"1984-12-05","","Denver Nuggets",107,"Boston Celtics",123,14890,""
"1984-12-05","","Los Angeles Clippers",110,"Dallas Mavericks",106,14882,""
"1984-12-05","","Atlanta Hawks",100,"Kansas City Kings",121,5355,""
"1984-12-05","","Los Angeles Lakers",104,"New Jersey Nets",93,14532,""
"1984-12-05","","Milwaukee Bucks",111,"Philadelphia 76ers",112,9247,""
"1984-12-06","","Houston Rockets",113,"Golden State Warriors",114,13295,""
"1984-12-06","","Detroit Pistons",99,"Milwaukee Bucks",114,9925,""
"1984-12-06","","Dallas Mavericks",112,"New York Knicks",83,8282,""
"1984-12-06","","San Antonio Spurs",96,"Portland Trail Blazers",113,12666,""
"1984-12-06","","Seattle SuperSonics",106,"Utah Jazz",99,9696,""
"1984-12-06","","Indiana Pacers",106,"Washington Bullets",111,5012,""
"1984-12-07","","Los Angeles Clippers",89,"Atlanta Hawks",101,5051,""
"1984-12-07","","New York Knicks",93,"Chicago Bulls",95,8022,""
"1984-12-07","","Denver Nuggets",115,"Detroit Pistons",122,11427,""
"1984-12-07","","Los Angeles Lakers",116,"Philadelphia 76ers",122,17921,""
"1984-12-07","","Kansas City Kings",113,"Phoenix Suns",121,10306,""
"1984-12-07","","San Antonio Spurs",117,"Seattle SuperSonics",114,5950,""
"1984-12-08","","Dallas Mavericks",97,"Chicago Bulls",99,13167,""
"1984-12-08","","Denver Nuggets",114,"Cleveland Cavaliers",108,3943,""
"1984-12-08","","Phoenix Suns",102,"Golden State Warriors",98,6192,""
"1984-12-08","","Indiana Pacers",96,"Milwaukee Bucks",99,9289,""
"1984-12-08","","Boston Celtics",107,"New Jersey Nets",98,15581,""
"1984-12-08","","Houston Rockets",127,"Portland Trail Blazers",120,12666,""
"1984-12-08","","Los Angeles Lakers",98,"Washington Bullets",101,19105,""
"1984-12-09","","Atlanta Hawks",127,"Boston Celtics",128,14890,""
"1984-12-09","","San Antonio Spurs",123,"Los Angeles Clippers",126,7092,""
"1984-12-09","","New York Knicks",94,"Philadelphia 76ers",110,10891,""
"1984-12-09","","Houston Rockets",90,"Seattle SuperSonics",96,10865,""
"1984-12-09","","Kansas City Kings",120,"Utah Jazz",123,4070,"at Las Vegas, NV"
"1984-12-10","","Atlanta Hawks",104,"Indiana Pacers",98,6431,""
"1984-12-11","","New Jersey Nets",121,"Boston Celtics",130,13357,"at Hartford, CT"
