"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2018-02-01","19:00","Memphis Grizzlies",102,"Detroit Pistons",104,17481,""
"2018-02-01","19:00","Toronto Raptors",119,"Washington Wizards",122,15599,""
"2018-02-01","20:00","Milwaukee Bucks",89,"Minnesota Timberwolves",108,17199,""
"2018-02-01","20:00","Houston Rockets",102,"San Antonio Spurs",91,18418,""
"2018-02-01","22:30","Oklahoma City Thunder",124,"Denver Nuggets",127,18407,""
"2018-02-02","19:00","Indiana Pacers",126,"Charlotte Hornets",133,17135,""
"2018-02-02","19:30","Atlanta Hawks",110,"Boston Celtics",119,18624,""
"2018-02-02","19:30","Los Angeles Lakers",102,"Brooklyn Nets",99,17732,""
"2018-02-02","19:30","Portland Trail Blazers",105,"Toronto Raptors",130,19800,""
"2018-02-02","20:00","New York Knicks",90,"Milwaukee Bucks",92,18717,""
"2018-02-02","20:00","Miami Heat",97,"Philadelphia 76ers",103,20636,""
"2018-02-02","21:00","New Orleans Pelicans",114,"Oklahoma City Thunder",100,18203,""
"2018-02-02","21:00","Utah Jazz",129,"Phoenix Suns",97,16560,""
"2018-02-02","22:30","Golden State Warriors",119,"Sacramento Kings",104,17583,""
"2018-02-03","15:30","Chicago Bulls",103,"Los Angeles Clippers",113,19068,""
"2018-02-03","19:00","Miami Heat",107,"Detroit Pistons",111,18747,""
"2018-02-03","19:00","Philadelphia 76ers",92,"Indiana Pacers",100,17923,""
"2018-02-03","19:00","Washington Wizards",115,"Orlando Magic",98,18846,""
"2018-02-03","20:30","Houston Rockets",120,"Cleveland Cavaliers",88,20562,""
"2018-02-03","21:00","Golden State Warriors",108,"Denver Nuggets",115,20103,""
"2018-02-03","21:00","New Orleans Pelicans",107,"Minnesota Timberwolves",118,17954,""
"2018-02-03","21:00","Utah Jazz",120,"San Antonio Spurs",111,18418,""
"2018-02-03","22:00","Dallas Mavericks",106,"Sacramento Kings",99,17583,""
"2018-02-04","12:00","Portland Trail Blazers",96,"Boston Celtics",97,18624,""
"2018-02-04","12:00","Milwaukee Bucks",109,"Brooklyn Nets",94,14392,""
"2018-02-04","12:00","Atlanta Hawks",99,"New York Knicks",96,19441,""
"2018-02-04","12:00","Memphis Grizzlies",86,"Toronto Raptors",101,19800,""
"2018-02-04","14:00","Los Angeles Lakers",108,"Oklahoma City Thunder",104,18203,""
"2018-02-04","15:00","Charlotte Hornets",115,"Phoenix Suns",110,14487,""
"2018-02-05","19:00","Portland Trail Blazers",91,"Detroit Pistons",111,13810,""
"2018-02-05","19:00","Washington Wizards",111,"Indiana Pacers",102,13169,""
"2018-02-05","19:30","Orlando Magic",111,"Miami Heat",109,19600,""
"2018-02-05","20:00","Utah Jazz",133,"New Orleans Pelicans",109,14293,""
"2018-02-05","21:00","Charlotte Hornets",104,"Denver Nuggets",121,14410,""
"2018-02-05","22:00","Chicago Bulls",98,"Sacramento Kings",104,17583,""
"2018-02-05","22:30","Dallas Mavericks",101,"Los Angeles Clippers",104,15127,""
"2018-02-06","19:00","Cleveland Cavaliers",98,"Orlando Magic",116,18846,""
"2018-02-06","19:30","Memphis Grizzlies",82,"Atlanta Hawks",108,11866,""
"2018-02-06","19:30","Houston Rockets",123,"Brooklyn Nets",113,15064,""
"2018-02-06","19:30","Milwaukee Bucks",103,"New York Knicks",89,19812,""
"2018-02-06","19:30","Boston Celtics",91,"Toronto Raptors",111,20017,""
"2018-02-06","20:00","Washington Wizards",102,"Philadelphia 76ers",115,20530,""
"2018-02-06","22:30","Oklahoma City Thunder",125,"Golden State Warriors",105,19596,""
"2018-02-06","22:30","Phoenix Suns",93,"Los Angeles Lakers",112,18997,""
"2018-02-07","19:00","Brooklyn Nets",106,"Detroit Pistons",115,15114,""
"2018-02-07","19:30","Houston Rockets",109,"Miami Heat",101,19600,""
"2018-02-07","20:00","Minnesota Timberwolves",138,"Cleveland Cavaliers",140,20562,""
"2018-02-07","20:00","Utah Jazz",92,"Memphis Grizzlies",88,13187,""
"2018-02-07","22:30","San Antonio Spurs",129,"Phoenix Suns",81,15993,""
"2018-02-08","19:00","Atlanta Hawks",98,"Orlando Magic",100,16215,""
"2018-02-08","19:30","New York Knicks",88,"Toronto Raptors",113,19800,""
"2018-02-08","20:00","Boston Celtics",110,"Washington Wizards",104,20356,""
"2018-02-08","22:00","Charlotte Hornets",103,"Portland Trail Blazers",109,19178,""
"2018-02-08","22:30","Dallas Mavericks",103,"Golden State Warriors",121,19596,""
"2018-02-08","22:30","Oklahoma City Thunder",81,"Los Angeles Lakers",106,18997,""
"2018-02-09","19:00","Los Angeles Clippers",108,"Detroit Pistons",95,16697,""
"2018-02-09","19:00","New Orleans Pelicans",82,"Philadelphia 76ers",100,20489,""
"2018-02-09","19:30","Cleveland Cavaliers",123,"Atlanta Hawks",107,16438,""
"2018-02-09","19:30","Indiana Pacers",97,"Boston Celtics",91,18624,""
"2018-02-09","20:00","Denver Nuggets",104,"Houston Rockets",130,18055,""
"2018-02-09","20:00","Milwaukee Bucks",85,"Miami Heat",91,20018,""
"2018-02-09","21:00","Charlotte Hornets",94,"Utah Jazz",106,18306,""
"2018-02-09","21:30","Minnesota Timberwolves",113,"Chicago Bulls",114,21558,""
"2018-02-09","22:30","Portland Trail Blazers",118,"Sacramento Kings",100,17583,""
"2018-02-10","18:00","New Orleans Pelicans",138,"Brooklyn Nets",128,16572,""
"2018-02-10","19:00","Milwaukee Bucks",111,"Orlando Magic",104,18347,""
"2018-02-10","19:00","Los Angeles Clippers",98,"Philadelphia 76ers",112,20504,""
"2018-02-10","20:00","Washington Wizards",101,"Chicago Bulls",90,21112,""
"2018-02-10","20:30","Los Angeles Lakers",123,"Dallas Mavericks",130,20162,""
"2018-02-10","20:30","San Antonio Spurs",105,"Golden State Warriors",122,19596,""
"2018-02-10","21:00","Denver Nuggets",123,"Phoenix Suns",113,16325,""
"2018-02-11","13:00","Toronto Raptors",123,"Charlotte Hornets",103,18320,""
"2018-02-11","15:30","Detroit Pistons",115,"Atlanta Hawks",118,15214,""
"2018-02-11","15:30","Cleveland Cavaliers",121,"Boston Celtics",99,18624,""
"2018-02-11","17:00","New York Knicks",113,"Indiana Pacers",121,17923,""
"2018-02-11","19:00","Dallas Mavericks",97,"Houston Rockets",104,18055,""
"2018-02-11","19:00","Sacramento Kings",106,"Minnesota Timberwolves",111,18068,""
"2018-02-11","19:00","Memphis Grizzlies",92,"Oklahoma City Thunder",110,18203,""
"2018-02-11","21:00","Utah Jazz",115,"Portland Trail Blazers",96,19730,""
"2018-02-12","19:00","New Orleans Pelicans",118,"Detroit Pistons",103,14453,""
"2018-02-12","19:00","New York Knicks",92,"Philadelphia 76ers",108,20589,""
"2018-02-12","19:30","Los Angeles Clippers",114,"Brooklyn Nets",101,13735,""
"2018-02-12","20:00","Orlando Magic",101,"Chicago Bulls",105,18611,""
"2018-02-12","21:00","San Antonio Spurs",99,"Utah Jazz",101,18306,""
"2018-02-12","22:30","Phoenix Suns",83,"Golden State Warriors",129,19596,""
"2018-02-13","19:00","Miami Heat",112,"Toronto Raptors",115,19800,""
"2018-02-13","20:00","Atlanta Hawks",92,"Milwaukee Bucks",97,14720,""
"2018-02-13","20:00","Houston Rockets",126,"Minnesota Timberwolves",108,18978,""
"2018-02-13","20:00","Cleveland Cavaliers",120,"Oklahoma City Thunder",112,18203,""
"2018-02-13","20:30","Sacramento Kings",114,"Dallas Mavericks",109,19801,""
"2018-02-13","22:30","San Antonio Spurs",109,"Denver Nuggets",117,17623,""
"2018-02-14","19:00","Atlanta Hawks",98,"Detroit Pistons",104,15849,""
"2018-02-14","19:00","Charlotte Hornets",104,"Orlando Magic",102,18428,""
"2018-02-14","19:00","Miami Heat",102,"Philadelphia 76ers",104,20492,""
"2018-02-14","19:30","Indiana Pacers",108,"Brooklyn Nets",103,13159,""
"2018-02-14","19:30","Washington Wizards",118,"New York Knicks",113,19812,""
"2018-02-14","20:00","Los Angeles Clippers",129,"Boston Celtics",119,18624,""
"2018-02-14","20:00","Toronto Raptors",122,"Chicago Bulls",98,21006,""
"2018-02-14","20:00","Sacramento Kings",91,"Houston Rockets",100,18055,""
